source,target,similarity_total,similarity_text,similarity_hashtag,similarity_url,similarity_domain,text_share,hashtag_share,url_share,domain_share,max_share,n_active_modalities,non_domain_similarity
gleisi.hoffmann,nelsonpelegrino,0.3668759176976772,0.4768020043427086,0.20498230939768397,0.03698352545411542,0.25118705233447225,0.8664182835709513,0.07449650758728693,0.01344088420455789,0.045644324637203734,0.8664182835709513,4,0.37513940808076324
guimaraes13pt,patrusananias13,0.36670597681249667,0.4093319000410059,0.31444260711748717,0.06410088086215066,0.6501836758181162,0.744160037239325,0.11433050890914613,0.023306912500429586,0.11820254135109934,0.744160037239325,4,0.3464575697406667
assiscarvalho.pt,rubensotoni,0.3662381639455351,0.4506361044819023,0.17311366537655726,0.09669875568304578,0.4475865722447964,0.8202970067840307,0.06302407646855786,0.035204325200591344,0.08147459154681998,0.8202970067840307,4,0.3604275633527307
DeputadoCarlosSampaio,joicehasselmann,0.366163693222754,0.4689809859070364,0.05284419746723918,0,0.6969571443364675,0.8538639859481898,0.019242467579508364,0,0.12689354647230172,0.8538639859481898,3,0.34253558957177443
DeputadoFederalVicentinho,niltotattosp,0.3660741316358666,0.4649407133427118,0.23559028506600593,0.05185847685754992,0.26680731726376816,0.8467150469679325,0.08580786046921857,0.01888815128812342,0.048588941274725385,0.8467150469679325,4,0.37316461837673076
PauloEduardoOficial,PauloTeixeira13,0.36599137315970215,0.4730532903577745,0.020181240748684073,0,0.7189752123204182,0.8616838629715559,0.007352173567900971,0,0.13096396346054306,0.8616838629715559,2,0.3407782417910795
blogdabenedita,carlosveraspt,0.3646315354507885,0.42480157540189206,0.23889561970197137,0.015271180544538162,0.713123677249888,0.7766773378989583,0.08735599145097833,0.005584150595809413,0.13038252005425402,0.7766773378989583,3,0.33973923960799574
bohngass13,jfmargarida,0.36451937615177066,0.41949597549112977,0.29146120182275703,0.06291982286679691,0.5640688379861543,0.767212943830763,0.10661022738112912,0.02301471544294524,0.10316211334516268,0.767212943830763,4,0.35026584316360043
josemedeirosMT,PauloTeixeira13,0.36430820029674277,0.4630903966084371,0.00519148001904036,0,0.8233360783286894,0.8474333842082656,0.0019000322674818386,0,0.15066658352425247,0.8474333842082656,2,0.33152049472303224
airtonfaleiropt,assiscarvalho.pt,0.36422468065941765,0.4482685704105055,0.16492485984191269,0.045947350121600034,0.5589400858591834,0.8204982514253363,0.06037476997012623,0.01682014886650506,0.1023068297380323,0.8204982514253363,4,0.35031643743086294
assiscarvalho.pt,pauloguedesmg,0.3640072101387747,0.46776935192740116,0.1522761322552465,0,0.47786236829711504,0.8567034551304045,0.05577769817515153,0,0.08751884669444396,0.8567034551304045,3,0.3558746988417503
filipebarrosoficial,onelsonbarbudo,0.36330838052038644,0.4415654857694254,0.14880448814395553,0,0.736361873823631,0.8102675476169805,0.05461090215088157,0,0.13512155023213793,0.8102675476169805,3,0.33666170242729754
filipebarrosoficial,joicehasselmann,0.3632187830949263,0.4599631384467043,0.2141952981824559,0,0.42025976559194,0.8442352283793174,0.078628568841194,0,0.07713620277948864,0.8442352283793174,3,0.35914442720228246
DeputadoBetoFaro,paulaodopt,0.3629662466294039,0.4888724760403114,0.16634285006163818,0.01466471150213534,0.1937538159103974,0.8979209142817082,0.061104983950561,0.005386988143136559,0.03558711362459442,0.8979209142817082,3,0.37505284882361867
deputadorogeriocorreia,patrusananias13,0.36286625426511016,0.46250740186606937,0.07136804978020954,0.09706561750086207,0.4810524607538153,0.8497297951697678,0.026223821749328066,0.035666260450862394,0.08838012263004176,0.8497297951697678,4,0.3544243823730598
blogdabenedita,guimaraes13pt,0.3627770878571693,0.4202295136633016,0.20333728057085437,0.013176156917368235,0.8063343062480787,0.7722455978784638,0.07473359899763433,0.004842700879189622,0.1481781022447122,0.7722455978784638,3,0.33109442940067574
DeputadoFederalVicentinho,helder.salomao.1350,0.3615452483837052,0.47715294062298236,0.14625919230183365,0.0764195153187805,0.20629190428452635,0.8798399697891268,0.05393854774035914,0.02818255461722163,0.03803892785329234,0.8798399697891268,4,0.372634772962218
ErikaKokay,LidicedaMata,0.36133229578258147,0.36744930605941767,0.7166229276951488,0.01595158068056743,0.2803423593931126,0.6779526958946711,0.2644372640030496,0.0058862090350081196,0.05172383106727118,0.6779526958946711,3,0.3671172912389721
fernandapsol,freixo.marcelo,0.3612029704876909,0.4340420362392964,0.11846427494626877,0.125910573970243,0.5888744970893761,0.8011045897606346,0.04372953145478291,0.046478234956647005,0.10868764382793539,0.8011045897606346,4,0.3449407185875705
odaircunhamg,PauloTeixeira13,0.360939221379901,0.4435547754040056,0.32627730170514724,0.034938088273497425,0.2561097867011699,0.8192603244174248,0.12052899117207294,0.01290636066645835,0.047304323744043975,0.8192603244174248,4,0.3684270381426675
airtonfaleiropt,IvanValentePSOL,0.36078067750597936,0.3877297233922392,0.6094416370260745,0.030739460648329928,0.25405073331849004,0.7164643185670851,0.22523070109668827,0.0113603499540042,0.04694463038222246,0.7164643185670851,4,0.3684042449479429
assiscarvalho.pt,deputadowaldenorpereira,0.36075006882241584,0.4472304115946824,0.13370290992116549,0.034687296754716074,0.6021665030376502,0.8264824694366405,0.04941663549600322,0.012820435255150335,0.11128045981220586,0.8264824694366405,4,0.343506037807042
davidmirandario12,wolneyqueirozpe,0.3606001092511429,0.35609750906486576,0.6557631786200634,0,0.5365001908783583,0.6583423944867393,0.24247105932455568,0,0.09918654618870501,0.6583423944867393,3,0.34803581770634173
nelsonpelegrino,rfalcao13,0.36041256658177756,0.4255686320900663,0.11806591190105381,0.028931878117892273,0.8565065977881086,0.7871879276690071,0.043678059663980355,0.010703244300381567,0.15843076836663098,0.7871879276690071,4,0.32497727863846826
