Id	Label	author	party	state	PEC135	ideology_2021	louvain_community	degree	strength	total_posts	total_engagement	mean_engagement	Q1	Q2	is_wolf
joicehasselmann	Joice Hasselmann	joicehasselmann	PSDB	SP	0	0.157	1	339	339	266	2806948	10552.436090225563	28	10	0
rodrigocoelhooficial	Rodrigo Coelho	rodrigocoelhooficial	PODEMOS	SC	1		1	307	307	73	18169	248.8904109589041	12	8	0
TulioGadelhaOficial	Túlio Gadêlha	TulioGadelhaOficial	REDE	PE	0	-0.555	1	307	307	101	162921	1613.079207920792	24	15	0
deputadobacelar	Bacelar	deputadobacelar	PV	BA	0	-0.069	1	276	276	21	2956	140.76190476190476	4	3	0
hugolealdeputadofederal	Hugo Leal	hugolealdeputadofederal	PSD	RJ	1	0.296	1	275	275	35	3333	95.22857142857143	6	0	0
23rubensbueno	Rubens Bueno	23rubensbueno	CIDADANIA	PR	0	-0.014	1	260	260	25	4433	177.32	6	1	0
margaretecoelho.castro	Margarete Coelho	margaretecoelho.castro	PP	PI	0	0.51	1	255	255	61	1503	24.639344262295083	32	1	0
DeputadoNicoletti	Deputado Federal Nicoletti	DeputadoNicoletti	PSL	RR	1	0.803	1	248	248	67	14811	221.0597014925373	10	7	0
christino.aureo	Christino Áureo	christino.aureo	PP	RJ	0	0.51	1	243	243	39	4178	107.12820512820512	5	0	0
gervasiomaiapb	Gervásio Maia	gervasiomaiapb	PSB	PB	0	-0.427	1	236	236	35	7393	211.22857142857143	3	2	0
DelegadoPablo	Delegado Pablo	DelegadoPablo	PSL	CE	1	0.803	1	235	235	73	19772	270.8493150684931	11	10	1
abiackelpaulo	Paulo Abi-Ackel	abiackelpaulo	PSDB	MG	0	0.157	1	233	233	21	1626	77.42857142857143	8	3	0
augusto.coutinho	Augusto Coutinho	augusto.coutinho	REPUBLICANOS	PE	0	0.55	1	229	229	28	1765	63.035714285714285	2	0	0
pinheirinhomg	Pinheirinho Deputado Federal	pinheirinhomg	PP	MG	0	0.51	1	227	227	8	16575	2071.875	0	0	0
flavionogueirapi	Flávio Nogueira	flavionogueirapi	PT	PI	0	-0.691	1	224	224	11	550	50	2	0	0
fabiofaria.br	Fábio Faria	fabiofaria.br	PSD	RN	0	0.296	1	218	218	21	3606	171.71428571428572	5	0	0
dep.lucena	Roberto de Lucena	dep.lucena	REPUBLICANOS	SP	0	0.55	1	215	215	29	31645	1091.2068965517242	5	5	0
rafaelmottarn	Rafael Motta	rafaelmottarn	PSB	RN	0	-0.427	1	213	213	35	5888	168.22857142857143	11	1	0
capitaowagnersousa	Capitão Wagner	capitaowagnersousa	PROS	CE	1	0.19	1	205	205	60	201951	3365.85	14	5	0
arthurliradeputadofederal	Deputado Federal Arthur Lira	arthurliradeputadofederal	PP	AL	0	0.51	1	200	200	20	16965	848.25	9	0	0
vitorlippi	Vitor Lippi	vitorlippi	PSDB	SP	0	0.157	1	200	200	18	1754	97.44444444444444	4	1	0
fabiohenriquese	Fábio Henrique	fabiohenriquese	PDT	SE	0	-0.356	1	199	199	37	3363	90.89189189189189	4	0	0
greyce.elias	Greyce Elias	greyce.elias	AVANTE	MG	1	0.455	1	190	190	14	2374	169.57142857142858	3	3	0
deputadobiolchi	Márcio Biolchi	deputadobiolchi	MDB	RS	1	0.137	1	183	183	7	781	111.57142857142857	3	0	0
betorosado1111	Beto Rosado	betorosado1111	PP	RN	0	0.51	1	182	182	32	2678	83.6875	3	0	0
HerculanoPassos	Herculano Passos	HerculanoPassos	REPUBLICANOS	SP	0	0.55	1	179	179	6	741	123.5	3	0	0
AureoRibeiroRJ	Aureo Ribeiro	AureoRibeiroRJ	SOLIDARIEDADE	RJ	0	0.19	1	178	178	35	18329	523.6857142857143	0	0	0
drdamiao	Dr. Damião	drdamiao	PDT	PB	0	-0.356	1	175	175	3	84	28	1	0	0
doutorluizinho	Dr. Luizinho	doutorluizinho	PP	RJ	0	0.51	1	172	172	9	5121	569	0	0	0
drleonardomt	Dr. Leonardo	drleonardomt	REPUBLICANOS	MT	0	0.55	1	172	172	36	4829	134.13888888888889	5	1	0
AfonsoMottaOpina	Afonso Motta	AfonsoMottaOpina	PDT	RS	0	-0.356	1	170	170	27	5609	207.74074074074073	4	1	0
deputadogiovanicherini	Giovani Cherini	deputadogiovanicherini	PL	RS	1	0.493	1	170	170	43	10095	234.7674418604651	12	4	0
DepGonzagaPatriota	Gonzaga Patriota	DepGonzagaPatriota	PSB	PE	0	-0.427	1	169	169	19	2109	111	3	1	0
ValdevanNoventaOficial	Valdevan Noventa	ValdevanNoventaOficial	PL	SE	0	0.493	1	166	166	4	860	215	2	0	0
generalpeternelli	General Peternelli	generalpeternelli	PSL	SP	1	0.803	1	165	165	14	6418	458.42857142857144	2	0	0
profisrael	Professor Israel	profisrael	PSB	DF	0	-0.427	1	164	164	114	23388	205.1578947368421	21	19	0
rejaneribeiro.dias	Rejane Dias	rejaneribeiro.dias	PT	PI	0	-0.691	1	158	158	5	3634	726.8	1	0	0
Depdarcidematos	Darci de Matos	Depdarcidematos	PSD	SC	1	0.296	1	156	156	18	6010	333.8888888888889	7	6	0
fabioabreu.oficial	Fábio Abreu	fabioabreu.oficial	PSD	PI	0	0.296	1	156	156	13	2542	195.53846153846155	1	0	0
ottacinascimento	Ottaci	ottacinascimento	SOLIDARIEDADE	RR	1	0.19	1	155	155	12	4573	381.0833333333333	4	2	0
DepJuscelinoFilho	Juscelino Filho	DepJuscelinoFilho	DEM	SP	0	0.431	1	154	154	28	1869	66.75	3	0	0
Ossesio.Silva	Ossesio Silva	Ossesio.Silva	REPUBLICANOS	PE	1	0.55	1	153	153	38	4008	105.47368421052632	11	1	0
rodrigocastroMG	Deputado Federal Rodrigo de Castro	rodrigocastroMG	PSDB	MG	0	0.157	1	146	146	9	1169	129.88888888888889	0	0	0
flaviamorais1212	Flávia Morais	flaviamorais1212	PDT	GO	0	-0.356	1	145	145	23	4366	189.82608695652175	3	0	0
dep.eduardocosta	Eduardo Costa	dep.eduardocosta	PODEMOS	PA	1		1	144	144	14	2358	168.42857142857142	3	0	0
jhc	JHC	jhc	PSB	AL	0	-0.427	1	142	142	23	16215	705	0	0	0
vidigalsergio	Sergio Vidigal	vidigalsergio	PDT	ES	0	-0.356	1	142	142	21	9517	453.1904761904762	0	0	0
zemariogo	Zé Mário	zemariogo	MDB	GO	1	0.137	1	142	142	37	3801	102.72972972972973	1	1	0
deputadohildorocha	Hildo Rocha	deputadohildorocha	MDB	MA	0	0.137	1	140	140	17	1072	63.05882352941177	2	2	0
EduardoCuryOficial	Eduardo Cury	EduardoCuryOficial	PSDB	SP	0	0.157	1	137	137	13	5368	412.9230769230769	2	0	0
deputadocajado	Cláudio Cajado	deputadocajado	PP	BA	1	0.51	1	136	136	20	1456	72.8	6	1	0
pedrowestphalen11	Pedro Westphalen	pedrowestphalen11	PP	RS	0	0.51	1	135	135	13	4848	372.9230769230769	1	1	0
marianacarvalho.ro	Mariana Carvalho	marianacarvalho.ro	REPUBLICANOS	RO	1	0.55	1	134	134	46	21821	474.3695652173913	8	2	0
FelipeCarrerasOficial	Felipe Carreras	FelipeCarrerasOficial	PSB	PE	0	-0.427	1	133	133	19	1240	65.26315789473684	4	1	0
boscocostase	Bosco Costa	boscocostase	PL	SE	0	0.493	1	132	132	7	195	27.857142857142858	0	0	0
deputadoluciomosquini	Lucio Mosquini	deputadoluciomosquini	MDB	RO	1	0.137	1	132	132	21	4205	200.23809523809524	6	3	0
nereucrispim	Deputado Federal Nereu Crispim	nereucrispim	PSD	RS	0	0.296	1	132	132	67	76033	1134.8208955223881	17	7	0
CelinaLeaoDf	Celina Leão	CelinaLeaoDf	PP	DF	1	0.51	1	130	130	41	4301	104.90243902439025	4	0	0
aluisiomendesma	Aluisio Mendes	aluisiomendesma	REPUBLICANOS	MA	1	0.55	1	126	126	37	3464	93.62162162162163	8	5	0
depgilcutrim	Gil Cutrim	depgilcutrim	REPUBLICANOS	MA	0	0.55	1	125	125	32	1233	38.53125	5	0	0
professorjoziel	Professor Joziel	professorjoziel	PATRIOTA	RJ	1	0.455	1	125	125	26	8417	323.7307692307692	7	3	0
RaulHenryPE	Raul Henry	RaulHenryPE	MDB	PE	0	0.137	1	125	125	35	7230	206.57142857142858	10	5	0
ruycarneiropb	Ruy Carneiro	ruycarneiropb	PSC	PB	1	0.596	1	125	125	10	1264	126.4	4	1	0
CarlosChiodini	Carlos Chiodini	CarlosChiodini	MDB	SC	1	0.137	1	122	122	10	1928	192.8	2	1	0
oficialraimundocosta	Raimundo Costa	oficialraimundocosta	PODEMOS	BA	0		1	122	122	15	1171	78.06666666666666	0	0	0
deputadomisaelvarella	Misael Varella	deputadomisaelvarella	PSD	MG	1	0.296	1	121	121	4	556	139	4	0	0
senadorlaerciooliveira	Laércio Oliveira	senadorlaerciooliveira	PP	SE	1	0.51	1	121	121	31	3736	120.51612903225806	5	5	0
SheridanRR	Shéridan	SheridanRR	PSDB	RR	1	0.157	1	121	121	35	7227	206.4857142857143	12	1	0
joaoromaneto	João Roma	joaoromaneto	REPUBLICANOS	BA	0	0.55	1	120	120	20	5293	264.65	0	0	0
MosesRodriguesOficial	Moses Rodrigues	MosesRodriguesOficial	MDB	CE	1	0.137	1	120	120	12	3132	261	5	3	0
elcionebarbalh0	Elcione Barbalho	elcionebarbalh0	MDB	PA	0	0.137	1	115	115	40	4798	119.95	12	0	0
AdrianoDoBaldyOficial	Dep. Adriano do Baldy	AdrianoDoBaldyOficial	PP	GO	0	0.51	1	114	114	23	969	42.130434782608695	4	0	0
mottadoscomerciarios	Motta	mottadoscomerciarios	PL	SP	0	0.493	1	114	114	15	928	61.86666666666667	8	1	0
alexandreserfiotis	Alexandre Serfiotis	alexandreserfiotis	PSD	RJ	0	0.296	1	113	113	3	736	245.33333333333334	0	0	0
profdorinha	Professora Dorinha	profdorinha	DEM	TO	0	0.431	1	113	113	16	456	28.5	5	0	0
rosemodestoms	Rose Modesto	rosemodestoms	REPUBLICANOS	MS	1	0.55	1	113	113	30	15710	523.6666666666666	5	1	0
DeputadoPedroLupion	Pedro Lupion	DeputadoPedroLupion	PP	PR	1	0.51	1	112	112	39	4241	108.74358974358974	12	11	1
fabioschiochetoficial	Fabio Schiochet	fabioschiochetoficial	PSL	SC	1	0.803	1	109	109	7	830	118.57142857142857	2	2	0
depaguinaldoribeiro	Aguinaldo Ribeiro	depaguinaldoribeiro	PP	PB	0	0.51	1	107	107	32	994	31.0625	2	0	0
leurlomantojr	Leur Lomanto Junior	leurlomantojr	DEM	BA	1	0.431	1	107	107	14	935	66.78571428571429	4	2	0
fabioreispsd	Fábio Reis	fabioreispsd	PSD	SE	1	0.296	1	106	106	8	1550	193.75	0	0	0
maurobenevidesf	Mauro Benevides Filho	maurobenevidesf	PDT	CE	0	-0.356	1	106	106	8	1767	220.875	3	0	0
dagobertonogueirams	Dagoberto Nogueira	dagobertonogueirams	PSDB	MS	0	0.157	1	105	105	57	10091	177.03508771929825	8	4	0
samuelmoreiraregistro	Samuel Moreira	samuelmoreiraregistro	PSDB	SP	0	0.157	1	105	105	19	6808	358.3157894736842	3	0	0
ednahenriqueoficial	Edna Henrique	ednahenriqueoficial	REPUBLICANOS	PB	1	0.55	1	103	103	15	1667	111.13333333333334	2	2	0
juniormanodep	Junior Mano	juniormanodep	PL	CE	0	0.493	1	103	103	3	2138	712.6666666666666	0	0	0
LizianeBayer	Liziane Bayer	LizianeBayer	REPUBLICANOS	RS	1	0.55	1	103	103	26	4712	181.23076923076923	8	1	0
domingossaviomg	Domingos Sávio	domingossaviomg	PL	MG	1	0.493	1	102	102	55	13069	237.61818181818182	1	1	0
faustopinato	Fausto Pinato	faustopinato	PP	SP	0	0.51	1	102	102	41	9241	225.390243902439	4	1	0
charlesfernandesoficial	Charles Fernandes	charlesfernandesoficial	PSD	BA	0	0.296	1	99	99	28	3596	128.42857142857142	4	0	0
iracemaportella	Iracema Portella	iracemaportella	PP	PI	1	0.51	1	99	99	28	9464	338	1	0	0
marceloaro	Marcelo Aro	marceloaro	PP	MG	0	0.51	1	99	99	10	2877	287.7	1	0	0
canzianiluisa	Luísa Canziani	canzianiluisa	PSD	PR	0	0.296	1	98	98	6	630	105	1	0	0
eduardodafonte	Eduardo da Fonte	eduardodafonte	PP	PE	0	0.51	1	98	98	8	2122	265.25	0	0	0
GiovaniFeltes1	Giovani Feltes	GiovaniFeltes1	MDB	RS	1	0.137	1	98	98	6	973	162.16666666666666	2	1	0
AngelaAmin11	Angela Amin	AngelaAmin11	PP	SC	0	0.51	1	97	97	19	7325	385.5263157894737	7	5	0
DraMarinaPeloPiaui	Dra Marina	DraMarinaPeloPiaui	REPUBLICANOS	PI	1	0.55	1	97	97	2	43	21.5	1	0	0
altineucortesrj	Altineu Côrtes	altineucortesrj	PL	RJ	0	0.493	1	96	96	9	1770	196.66666666666666	5	1	0
deputadojoaomarcelo	Deputado João Marcelo	deputadojoaomarcelo	MDB	MA	0	0.137	1	95	95	30	980	32.666666666666664	3	0	0
andredepaulaoficial	André de Paula	andredepaulaoficial	PSD	PE	0	0.296	1	94	94	37	3869	104.56756756756756	1	0	0
DelegadoAntonioFurtado	Delegado Antonio Furtado	DelegadoAntonioFurtado	PSL	RJ	1	0.803	1	94	94	40	8328	208.2	14	9	0
depjefferson	Dep Pr Jefferson Campos	depjefferson	PL	SP	1	0.493	1	93	93	28	19988	713.8571428571429	7	1	0
joaocampospsb	João Campos	joaocampospsb	REPUBLICANOS	GO	0	0.55	1	92	92	50	62470	1249.4	3	0	0
fernandofilhope	Fernando Filho	fernandofilhope	DEM	PE	0	0.431	1	91	91	10	1331	133.1	3	0	0
CacaLeaoOficial	Cacá Leão	CacaLeaoOficial	PP	BA	1	0.51	1	89	89	4	130	32.5	0	0	0
jaquelinecassoloficial	Jaqueline Cassol	jaquelinecassoloficial	PP	RO	1	0.51	1	89	89	30	5872	195.73333333333332	8	4	0
lafayetteandrada	Lafayette Andrada	lafayetteandrada	REPUBLICANOS	MG	1	0.55	1	89	89	11	1272	115.63636363636364	7	1	0
davidbrsoares	David Soares	davidbrsoares	DEM	SP	1	0.431	1	87	87	22	12921	587.3181818181819	8	5	0
Luizcarlosjr45	Luiz Carlos	Luizcarlosjr45	PSDB	AP	0	0.157	1	86	86	5	646	129.2	0	0	0
flordelisCantora	Flordelis	flordelisCantora	PSD	RJ	0	0.296	1	85	85	6	3202	533.6666666666666	0	0	0
glaustindafokus	Glaustin da Fokus	glaustindafokus	PSC	GO	1	0.596	1	85	85	60	5600	93.33333333333333	14	3	0
RonaldoCarlettoOficial	Ronaldo Carletto	RonaldoCarlettoOficial	PP	BA	0	0.51	1	85	85	19	436	22.94736842105263	2	0	0
eduardobismarckce	Eduardo Bismarck	eduardobismarckce	PDT	CE	0	-0.356	1	84	84	55	4609	83.8	13	3	0
mariarosas.oficial	Maria Rosas	mariarosas.oficial	REPUBLICANOS	SP	1	0.55	1	84	84	12	1865	155.41666666666666	3	0	0
celsosabinooficial	Celso Sabino	celsosabinooficial	PSL	PA	0	0.803	1	82	82	26	4284	164.76923076923077	5	1	0
charlles.evangelista	Charlles Evangelista	charlles.evangelista	PP	MG	1	0.51	1	82	82	87	31158	358.13793103448273	11	2	0
emidinhomadeira	Emidinho Madeira	emidinhomadeira	PL	MG	1	0.493	1	82	82	83	42168	508.04819277108436	3	1	0
ChristianeYared	Christiane Yared	ChristianeYared	PP	PR	1	0.51	1	78	78	16	6853	428.3125	1	1	0
luistibeoficial	Luis Tibé	luistibeoficial	AVANTE	MG	0	0.455	1	77	77	9	846	94	5	1	0
deputadopaulofreire	Deputado Paulo Freire Costa	deputadopaulofreire	PL	SP	0	0.493	1	73	73	1	2016	2016	0	0	0
deputadolourivalgomes	Lourival Gomes	deputadolourivalgomes	NOVO	RJ	1	0.711	1	72	72	23	3060	133.04347826086956	9	5	0
sergiosouzaPR	Sérgio Souza	sergiosouzaPR	MDB	PR	1	0.137	1	71	71	34	5526	162.52941176470588	2	1	0
deputadoguilhermemussi	Guilherme Mussi	deputadoguilhermemussi	PP	SP	0	0.51	1	70	70	2	215	107.5	0	0	0
DrFredericoMG	Dr. Frederico	DrFredericoMG	PATRIOTA	MG	1	0.455	1	69	69	8	7290	911.25	4	4	0
BrunaFurlanDeputadaEstadual	Bruna Furlan Deputada Estadual	BrunaFurlanDeputadaEstadual	PSDB	SP	0	0.157	1	68	68	8	3605	450.625	2	0	0
depdimasfabiano.toledo	Deputado Federal Dimas Fabiano	depdimasfabiano.toledo	PP	MG	1	0.51	1	68	68	10	1743	174.3	2	1	0
deputadoediolopes	Deputado Edio Lopes	deputadoediolopes	PL	RR	0	0.493	1	68	68	3	235	78.33333333333333	0	0	0
deputadofederalzesilva	Deputado Federal Zé Silva	deputadofederalzesilva	SOLIDARIEDADE	MG	0	0.19	1	67	67	29	1804	62.206896551724135	8	0	0
viniciuscarvalhooficial	Vinicius Carvalho	viniciuscarvalhooficial	REPUBLICANOS	SP	0	0.55	1	67	67	40	4541	113.525	6	2	0
hugomottapb	Hugo Motta	hugomottapb	REPUBLICANOS	PB	0	0.55	1	66	66	1	348	348	0	0	0
alanrickoficial	Alan Rick	alanrickoficial	DEM	AC	1	0.431	1	65	65	27	6254	231.62962962962962	7	2	0
depmarrecafilho	Marreca Filho	depmarrecafilho	PATRIOTA	MA	0	0.455	1	65	65	8	153	19.125	0	0	0
gustavofruet	Gustavo Fruet	gustavofruet	PDT	PR	0	-0.356	1	63	63	42	6579	156.64285714285714	6	0	0
marco.bertaiolli	Marco Bertaiolli	marco.bertaiolli	PSD	SP	0	0.296	1	63	63	17	6255	367.94117647058823	1	0	0
prpaulobengtson	Paulo Bengtson	prpaulobengtson	PTB	PA	1	0.455	1	63	63	5	1198	239.6	2	1	0
dep.alinegurgel	Aline Gurgel	dep.alinegurgel	REPUBLICANOS	AM	1	0.55	1	62	62	21	1715	81.66666666666667	2	0	0
Priante1555	José Priante	Priante1555	MDB	PA	0	0.137	1	62	62	9	897	99.66666666666667	0	0	0
dep.expeditonetto	Expedito Netto	dep.expeditonetto	PSD	RO	1	0.296	1	60	60	12	1078	89.83333333333333	4	0	0
mario.negromontejunior	Mário Negromonte Júnior	mario.negromontejunior	PP	BA	0	0.51	1	60	60	7	164	23.428571428571427	2	0	0
vanderleimacris	Deputado Vanderlei Macris	vanderleimacris	PSDB	SP	0	0.157	1	60	60	22	17618	800.8181818181819	3	0	0
zevitorMG	Zé Vitor	zevitorMG	PL	MG	1	0.493	1	59	59	1	226	226	0	0	0
farah.vinicius	Vinicius Farah	farah.vinicius	MDB	RJ	0	0.137	1	58	58	12	1523	126.91666666666667	3	0	0
depluizantonio	Luiz Antônio Corrêa	depluizantonio	PP	RJ	0	0.51	1	55	55	11	2259	205.36363636363637	0	0	0
deputadomarioheringer	Dr. Mário Heringer	deputadomarioheringer	PDT	MG	0	-0.356	1	55	55	17	2410	141.76470588235293	0	0	0
emanuelpinheiromt	Emanuel Pinheiro	emanuelpinheiromt	MDB	MT	1	0.137	1	55	55	25	18623	744.92	1	0	0
deputadofabioramalho4311	Fábio Ramalho	deputadofabioramalho4311	MDB	MG	0	0.137	1	53	53	5	140	28	3	0	0
nishimoriluiz	Luiz Nishimori	nishimoriluiz	PSD	PR	1	0.296	1	51	51	4	852	213	3	0	0
helioleitepa	Helio Leite	helioleitepa	DEM	NotAvailable	1	0.431	1	50	50	4	459	114.75	1	0	0
geninhozuliani	Eugenio José Zuliani - Geninho Zuliani	geninhozuliani	DEM	SP	0	0.431	1	48	48	18	1113	61.833333333333336	5	0	0
TerezaNelmaAL	Tereza Nelma	TerezaNelmaAL	PSD	AL	0	0.296	1	47	47	13	974	74.92307692307692	4	0	0
cassioandrade40	Cássio Andrade	cassioandrade40	PSB	PA	0	-0.427	1	46	46	4	354	88.5	0	0	0
efraimfilho	Efraim Filho	efraimfilho	DEM	PB	0	0.431	1	45	45	15	1422	94.8	1	0	0
antoniobritobahia	antoniobritobahia	antoniobritobahia	NotAvailable	NotAvailable	0		1	44	44	0	0	0	0	0	0
deputadoarnaldojardim	Deputado Arnaldo Jardim	deputadoarnaldojardim	CIDADANIA	SP	0	-0.014	1	44	44	25	1200	48	5	0	0
carlosbezerraoficial	Carlos Bezerra	carlosbezerraoficial	MDB	MT	0	0.137	1	43	43	6	396	66	2	0	0
deputadojosenunes	José Nunes	deputadojosenunes	PSD	BA	0	0.296	1	42	42	4	276	69	0	0	0
juniorferrarideputado	Júnior Ferrari	juniorferrarideputado	PSD	PA	1	0.296	1	42	42	12	3696	308	3	1	0
