Id	Label	author	party	state	PEC135	ideology_2021	louvain_community	degree	strength	total_posts	total_engagement	mean_engagement	Q1	Q2	is_wolf
bira.dopindare	Bira do Pindaré	bira.dopindare	PSB	MA	0	-0.427	3	3	3	42	7034	167.47619047619048	9	7	0
depwellingtonroberto	Wellington Roberto	depwellingtonroberto	PL	PB	0	0.493	3	2	2	1	54	54	0	0	0
MauricioBacelarOficial	Maurício Bacelar	MauricioBacelarOficial	PV	BA	0	-0.069	3	2	2	2	37	18.5	0	0	0
alcidesrodriguesoficial	Alcides Rodrigues	alcidesrodriguesoficial	PATRIOTA	GO	0	0.455	4	0	0	16	2019	126.1875	2	0	0
amaronetotv	Amaro Neto	amaronetotv	REPUBLICANOS	ES	1	0.55	5	0	0	5	348	69.6	0	0	0
DepSilas	Silas Câmara 1010	DepSilas	REPUBLICANOS	AM	1	0.55	6	31	31	31	4681	151	5	5	0
vavamartinsoficial	Vavá	vavamartinsoficial	REPUBLICANOS	PA	1	0.55	6	31	31	23	22433	975.3478260869565	10	4	0
jorgebrazoficial	Jorge Braz	jorgebrazoficial	REPUBLICANOS	RJ	1	0.55	6	22	22	28	4399	157.10714285714286	12	6	0
aroldomartinsoficial	Aroldo Martins	aroldomartinsoficial	REPUBLICANOS	PR	1	0.55	6	18	18	40	5095	127.375	13	8	0
depjuliocesarribeiro	Julio Cesar Ribeiro	depjuliocesarribeiro	REPUBLICANOS	DF	1	0.55	6	18	18	48	5994	124.875	13	7	0
deputadarosangelagomes	Rosangela Gomes	deputadarosangelagomes	REPUBLICANOS	RJ	1	0.55	6	16	16	46	5573	121.15217391304348	14	1	0
miltonvieiraoficial	Milton Vieira	miltonvieiraoficial	REPUBLICANOS	SP	0	0.55	6	15	15	18	113494	6305.222222222223	5	3	0
RobertoAlvesRepublicanos	Roberto Alves Republicanos	RobertoAlvesRepublicanos	REPUBLICANOS	SP	1	0.55	6	15	15	33	4093	124.03030303030303	5	1	0
gilbertoabramo	Gilberto Abramo	gilbertoabramo	REPUBLICANOS	MG	1	0.55	6	14	14	15	675	45	7	0	0
carlosgomesdep	Carlos Gomes	carlosgomesdep	REPUBLICANOS	RS	1	0.55	6	13	13	41	8830	215.3658536585366	11	1	0
marcospereira1010	Marcos Pereira 1010	marcospereira1010	REPUBLICANOS	SP	1	0.55	6	12	12	40	21079	526.975	10	1	0
BoscoSaraivaAM	Bosco Saraiva	BoscoSaraivaAM	SOLIDARIEDADE	AM	0	0.19	6	11	11	14	1004	71.71428571428571	1	0	0
flavianomelooficial	Flaviano Melo	flavianomelooficial	MDB	AC	0	0.137	6	8	8	6	523	87.16666666666667	1	0	0
dep.jessicasales	Jéssica Sales	dep.jessicasales	MDB	AC	1	0.137	6	6	6	5	968	193.6	1	1	0
deputadoJesusSergio12	Deputado Jesus Sérgio	deputadoJesusSergio12	PDT	AC	1	-0.356	6	6	6	8	242	30.25	1	0	0
dravandamilani.ac	dravandamilani.ac	dravandamilani.ac	NotAvailable	NotAvailable	0		6	3	3	0	0	0	0	0	0
soumararocha	Mara Rocha	soumararocha	MDB	AC	1	0.137	6	3	3	67	21146	315.6119402985075	17	8	0
Bivaroficial	Luciano Bivar	Bivaroficial	PSL	PE	0	0.803	7	0	0	2	275	137.5	1	0	0
deproberiomonteiro	Deputado Robério Monteiro	deproberiomonteiro	PTB	CE	0	0.455	8	0	0	6	880	146.66666666666666	1	0	0
deputadoatilalira	Átila Lira	deputadoatilalira	PP	PI	0	0.51	9	0	0	1	32	32	0	0	0
DeputadoFederalAbouAnni	Abou Anni	DeputadoFederalAbouAnni	PSL	SP	1	0.803	10	0	0	4	945	236.25	0	0	0
deputadofederalsergiobrito	Deputado Sérgio Brito	deputadofederalsergiobrito	PSD	BA	0	0.296	11	0	0	3	178	59.333333333333336	0	0	0
deputadoigorkannario	Deputado federal Igor Kannário	deputadoigorkannario	DEM	BA	1	0.431	12	0	0	4	4403	1100.75	1	0	0
deputadoviniciusgurgel	Vinícius Gurgel	deputadoviniciusgurgel	PL	AP	0	0.493	13	0	0	6	339	56.5	4	0	0
depwagnermontes	depwagnermontes	depwagnermontes	NotAvailable	NotAvailable	0		14	0	0	0	0	0	0	0	0
EuclydesPettersenOficial	Euclydes Pettersen	EuclydesPettersenOficial	PSC	MG	1	0.596	15	0	0	23	2844	123.65217391304348	4	2	0
gildemarmatoscoach	gildemarmatoscoach	gildemarmatoscoach	NotAvailable	NotAvailable	0		16	0	0	0	0	0	0	0	0
Juniorlourencobonfim	Juniorlourencobonfim	Juniorlourencobonfim	NotAvailable	NotAvailable	0		17	0	0	0	0	0	0	0	0
pastorabiliosantana	pastorabiliosantana	pastorabiliosantana	NotAvailable	NotAvailable	0		18	0	0	0	0	0	0	0	0
