"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
,"domain::ibatibaonline","ibatibaonline","NotApplicable",-1,0,0,"domain",
,"domain::blogdomaxsilva","blogdomaxsilva","NotApplicable",-1,0,0,"domain",
,"domain::emol","emol","NotApplicable",-1,0,0,"domain",
,"domain::defesadoagro","defesadoagro","NotApplicable",-1,0,0,"domain",
,"domain::emergenciaclimaticaja.eco.br","emergenciaclimaticaja.eco.br","NotApplicable",-1,0,0,"domain",
,"domain::diariopopulardesp","diariopopulardesp","NotApplicable",-1,0,0,"domain",
,"domain::proprianews","proprianews","NotApplicable",-1,0,0,"domain",
,"domain::agentequefazacontecer","agentequefazacontecer","NotApplicable",-1,0,0,"domain",
,"domain::reporterhoje","reporterhoje","NotApplicable",-1,0,0,"domain",
,"domain::ibdr","ibdr","NotApplicable",-1,0,0,"domain",
,"domain::mariliaurgente","mariliaurgente","NotApplicable",-1,0,0,"domain",
,"domain::germaniafm","germaniafm","NotApplicable",-1,0,0,"domain",
,"domain::agenciambrasil","agenciambrasil","NotApplicable",-1,0,0,"domain",
,"domain::ledasadala","ledasadala","NotApplicable",-1,0,0,"domain",
,"domain::al.go.leg.br","al.go.leg.br","NotApplicable",-1,0,0,"domain",
,"domain::noticiasdemogi","noticiasdemogi","NotApplicable",-1,0,0,"domain",
,"domain::memoriasdaditadura","memoriasdaditadura","NotApplicable",-1,0,0,"domain",
,"domain::afolhadosul","afolhadosul","NotApplicable",-1,0,0,"domain",
,"domain::emendastiagodimas","emendastiagodimas","NotApplicable",-1,0,0,"domain",
,"domain::blogdomarciorangel","blogdomarciorangel","NotApplicable",-1,0,0,"domain",
,"domain::sistemampa","sistemampa","NotApplicable",-1,0,0,"domain",
,"domain::wiley","wiley","NotApplicable",-1,0,0,"domain",
,"domain::pontodapauta","pontodapauta","NotApplicable",-1,0,0,"domain",
,"domain::averdade","averdade","NotApplicable",-1,0,0,"domain",
,"domain::deputadopauloramosrj","deputadopauloramosrj","NotApplicable",-1,0,0,"domain",
,"domain::jornaldocafe","jornaldocafe","NotApplicable",-1,0,0,"domain",
,"domain::gazetanewspr","gazetanewspr","NotApplicable",-1,0,0,"domain",
,"domain::regionalzao","regionalzao","NotApplicable",-1,0,0,"domain",
,"domain::joeniawapichana","joeniawapichana","NotApplicable",-1,0,0,"domain",
,"domain::saude.ce.gov.br","saude.ce.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::blogrobertomoreira","blogrobertomoreira","NotApplicable",-1,0,0,"domain",
,"domain::oguiafinanceiro","oguiafinanceiro","NotApplicable",-1,0,0,"domain",
,"domain::cidadeemnoticias","cidadeemnoticias","NotApplicable",-1,0,0,"domain",
,"domain::valmirassuncao","valmirassuncao","NotApplicable",-1,0,0,"domain",
,"domain::irp8","irp8","NotApplicable",-1,0,0,"domain",
,"domain::rolnews","rolnews","NotApplicable",-1,0,0,"domain",
,"domain::uem.br","uem.br","NotApplicable",-1,0,0,"domain",
,"domain::bohngass","bohngass","NotApplicable",-1,0,0,"domain",
,"domain::3dejulhonoticias","3dejulhonoticias","NotApplicable",-1,0,0,"domain",
,"domain::filipebarros","filipebarros","NotApplicable",-1,0,0,"domain",
,"domain::jusdh","jusdh","NotApplicable",-1,0,0,"domain",
,"domain::hospitalauxiliadora","hospitalauxiliadora","NotApplicable",-1,0,0,"domain",
,"domain::funarte.gov.br","funarte.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::brasilpopular","brasilpopular","NotApplicable",-1,0,0,"domain",
,"domain::seisdamanha","seisdamanha","NotApplicable",-1,0,0,"domain",
,"domain::a1clique","a1clique","NotApplicable",-1,0,0,"domain",
,"domain::contrafbrasil","contrafbrasil","NotApplicable",-1,0,0,"domain",
,"domain::pauloabiackel","pauloabiackel","NotApplicable",-1,0,0,"domain",
,"domain::folhaextra","folhaextra","NotApplicable",-1,0,0,"domain",
,"domain::olhardacidade","olhardacidade","NotApplicable",-1,0,0,"domain",
,"domain::ptsul","ptsul","NotApplicable",-1,0,0,"domain",
,"domain::cnbbleste2","cnbbleste2","NotApplicable",-1,0,0,"domain",
,"domain::jornaltimoneiro","jornaltimoneiro","NotApplicable",-1,0,0,"domain",
,"domain::sinssp","sinssp","NotApplicable",-1,0,0,"domain",
,"domain::agenciabelem","agenciabelem","NotApplicable",-1,0,0,"domain",
,"domain::leiamt","leiamt","NotApplicable",-1,0,0,"domain",
,"domain::resistentes","resistentes","NotApplicable",-1,0,0,"domain",
,"domain::portalunico","portalunico","NotApplicable",-1,0,0,"domain",
,"domain::lepoint.fr","lepoint.fr","NotApplicable",-1,0,0,"domain",
,"domain::clickpetroleoegas","clickpetroleoegas","NotApplicable",-1,0,0,"domain",
,"domain::wh3","wh3","NotApplicable",-1,0,0,"domain",
,"domain::jornalomomento","jornalomomento","NotApplicable",-1,0,0,"domain",
,"domain::ccnnoticias","ccnnoticias","NotApplicable",-1,0,0,"domain",
,"domain::novosparadigmas","novosparadigmas","NotApplicable",-1,0,0,"domain",
,"domain::rcnonline","rcnonline","NotApplicable",-1,0,0,"domain",
,"domain::canalmynews","canalmynews","NotApplicable",-1,0,0,"domain",
,"domain::revistaprosaversoearte","revistaprosaversoearte","NotApplicable",-1,0,0,"domain",
,"domain::contabilidadenatv","contabilidadenatv","NotApplicable",-1,0,0,"domain",
,"domain::juniormascote","juniormascote","NotApplicable",-1,0,0,"domain",
,"domain::viagemempauta","viagemempauta","NotApplicable",-1,0,0,"domain",
,"domain::luanapsol","luanapsol","NotApplicable",-1,0,0,"domain",
,"domain::revistanews","revistanews","NotApplicable",-1,0,0,"domain",
,"domain::liderfmms","liderfmms","NotApplicable",-1,0,0,"domain",
,"domain::reinaldobessa","reinaldobessa","NotApplicable",-1,0,0,"domain",
,"domain::bityli","bityli","NotApplicable",-1,0,0,"domain",
,"domain::agapan","agapan","NotApplicable",-1,0,0,"domain",
,"domain::panoramadoturismo","panoramadoturismo","NotApplicable",-1,0,0,"domain",
,"domain::jornaloimparcial","jornaloimparcial","NotApplicable",-1,0,0,"domain",
,"domain::jornalagazeta","jornalagazeta","NotApplicable",-1,0,0,"domain",
,"domain::uaaau","uaaau","NotApplicable",-1,0,0,"domain",
,"domain::altairtavares","altairtavares","NotApplicable",-1,0,0,"domain",
,"domain::fappr.pr.gov.br","fappr.pr.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::ofactual","ofactual","NotApplicable",-1,0,0,"domain",
,"domain::cobrareporter","cobrareporter","NotApplicable",-1,0,0,"domain",
,"domain::saolourencoreporter","saolourencoreporter","NotApplicable",-1,0,0,"domain",
,"domain::alertaparana","alertaparana","NotApplicable",-1,0,0,"domain",
,"domain::diariomsnews","diariomsnews","NotApplicable",-1,0,0,"domain",
,"domain::belosvales","belosvales","NotApplicable",-1,0,0,"domain",
,"domain::cassioandrade","cassioandrade","NotApplicable",-1,0,0,"domain",
,"domain::otrentino","otrentino","NotApplicable",-1,0,0,"domain",
,"domain::adamadopoder","adamadopoder","NotApplicable",-1,0,0,"domain",
,"domain::agenciatocantins","agenciatocantins","NotApplicable",-1,0,0,"domain",
,"domain::auxilioateofimdapandemia","auxilioateofimdapandemia","NotApplicable",-1,0,0,"domain",
,"domain::reutersmedia.net","reutersmedia.net","NotApplicable",-1,0,0,"domain",
,"domain::mobiletime","mobiletime","NotApplicable",-1,0,0,"domain",
,"domain::papodemae","papodemae","NotApplicable",-1,0,0,"domain",
,"domain::gazetams","gazetams","NotApplicable",-1,0,0,"domain",
,"domain::sindbancarios","sindbancarios","NotApplicable",-1,0,0,"domain",
,"domain::portoferreira.sp.gov.br","portoferreira.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::queer.ig","queer.ig","NotApplicable",-1,0,0,"domain",
,"domain::contrafcut","contrafcut","NotApplicable",-1,0,0,"domain",
,"domain::vavi","vavi","NotApplicable",-1,0,0,"domain",
,"domain::to.def.br","to.def.br","NotApplicable",-1,0,0,"domain",
,"domain::carloschiodini","carloschiodini","NotApplicable",-1,0,0,"domain",
,"domain::guaicuy","guaicuy","NotApplicable",-1,0,0,"domain",
,"domain::weforum","weforum","NotApplicable",-1,0,0,"domain",
,"domain::revistadaspics.blogspot","revistadaspics.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::adiadorim","adiadorim","NotApplicable",-1,0,0,"domain",
,"domain::diariodonortao","diariodonortao","NotApplicable",-1,0,0,"domain",
,"domain::abraji","abraji","NotApplicable",-1,0,0,"domain",
,"domain::nossaescolha","nossaescolha","NotApplicable",-1,0,0,"domain",
,"domain::chng.it","chng.it","NotApplicable",-1,0,0,"domain",
,"domain::acontecemt","acontecemt","NotApplicable",-1,0,0,"domain",
,"domain::fotografia","fotografia","NotApplicable",-1,0,0,"domain",
,"domain::mediatalks","mediatalks","NotApplicable",-1,0,0,"domain",
,"domain::conitec.gov.br","conitec.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::oc.eco.br","oc.eco.br","NotApplicable",-1,0,0,"domain",
,"domain::saobernardodocampo.info","saobernardodocampo.info","NotApplicable",-1,0,0,"domain",
,"domain::brigadamilitar.rs.gov.br","brigadamilitar.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::coronavirusbra1.github.io","coronavirusbra1.github.io","NotApplicable",-1,0,0,"domain",
,"domain::mareonline","mareonline","NotApplicable",-1,0,0,"domain",
,"domain::caraecoroa","caraecoroa","NotApplicable",-1,0,0,"domain",
,"domain::fiquemsabendo","fiquemsabendo","NotApplicable",-1,0,0,"domain",
,"domain::thelancet","thelancet","NotApplicable",-1,0,0,"domain",
,"domain::rancharia.sp.gov.br","rancharia.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::infobae","infobae","NotApplicable",-1,0,0,"domain",
,"domain::tapajosnoticias","tapajosnoticias","NotApplicable",-1,0,0,"domain",
,"domain::agert","agert","NotApplicable",-1,0,0,"domain",
,"domain::jornalportaldoparana","jornalportaldoparana","NotApplicable",-1,0,0,"domain",
,"domain::aedasmg","aedasmg","NotApplicable",-1,0,0,"domain",
,"domain::carros.ig","carros.ig","NotApplicable",-1,0,0,"domain",
,"domain::ifto.edu.br","ifto.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::terapiapolitica","terapiapolitica","NotApplicable",-1,0,0,"domain",
,"domain::ocorreio","ocorreio","NotApplicable",-1,0,0,"domain",
,"domain::diocesedesaojoaodelrei","diocesedesaojoaodelrei","NotApplicable",-1,0,0,"domain",
,"domain::fontebr.jor.br","fontebr.jor.br","NotApplicable",-1,0,0,"domain",
,"domain::marica.rj.gov.br","marica.rj.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::rufandobombo","rufandobombo","NotApplicable",-1,0,0,"domain",
,"domain::onacional","onacional","NotApplicable",-1,0,0,"domain",
,"domain::delas.ig","delas.ig","NotApplicable",-1,0,0,"domain",
,"domain::otrabalho","otrabalho","NotApplicable",-1,0,0,"domain",
,"domain::belem","belem","NotApplicable",-1,0,0,"domain",
,"domain::lagartavirapupa","lagartavirapupa","NotApplicable",-1,0,0,"domain",
,"domain::interessenacional","interessenacional","NotApplicable",-1,0,0,"domain",
,"domain::lupapolitica","lupapolitica","NotApplicable",-1,0,0,"domain",
,"domain::saofranciscotv","saofranciscotv","NotApplicable",-1,0,0,"domain",
,"domain::imediatoonline","imediatoonline","NotApplicable",-1,0,0,"domain",
,"domain::saofranciscodepaula.rs.gov.br","saofranciscodepaula.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::barbacenatem","barbacenatem","NotApplicable",-1,0,0,"domain",
,"domain::jornalcidadesonline","jornalcidadesonline","NotApplicable",-1,0,0,"domain",
,"domain::jr.jor.br","jr.jor.br","NotApplicable",-1,0,0,"domain",
,"domain::vivaabc","vivaabc","NotApplicable",-1,0,0,"domain",
,"domain::natelinha","natelinha","NotApplicable",-1,0,0,"domain",
,"domain::itti","itti","NotApplicable",-1,0,0,"domain",
,"domain::realtime1","realtime1","NotApplicable",-1,0,0,"domain",
,"domain::hildorocha","hildorocha","NotApplicable",-1,0,0,"domain",
,"domain::fundacaodorina","fundacaodorina","NotApplicable",-1,0,0,"domain",
,"domain::folhadepiraju","folhadepiraju","NotApplicable",-1,0,0,"domain",
,"domain::grupoahora.net.br","grupoahora.net.br","NotApplicable",-1,0,0,"domain",
,"domain::comunicaam","comunicaam","NotApplicable",-1,0,0,"domain",
,"domain::occrp","occrp","NotApplicable",-1,0,0,"domain",
,"domain::revistacontinente","revistacontinente","NotApplicable",-1,0,0,"domain",
,"domain::museucasadeportinari","museucasadeportinari","NotApplicable",-1,0,0,"domain",
,"domain::jornaldenegocios.pt","jornaldenegocios.pt","NotApplicable",-1,0,0,"domain",
,"domain::fundacaoastrojildo","fundacaoastrojildo","NotApplicable",-1,0,0,"domain",
,"domain::antropofagista","antropofagista","NotApplicable",-1,0,0,"domain",
,"domain::radar64","radar64","NotApplicable",-1,0,0,"domain",
,"domain::baixadanarede","baixadanarede","NotApplicable",-1,0,0,"domain",
,"domain::afronteiraemfoco2021.blogspot","afronteiraemfoco2021.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::tvcitapaci","tvcitapaci","NotApplicable",-1,0,0,"domain",
,"domain::hifa","hifa","NotApplicable",-1,0,0,"domain",
,"domain::aluisiomendes","aluisiomendes","NotApplicable",-1,0,0,"domain",
,"domain::diariodecuiaba","diariodecuiaba","NotApplicable",-1,0,0,"domain",
,"domain::cooperativismotche.blogspot","cooperativismotche.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::telesurenglish.net","telesurenglish.net","NotApplicable",-1,0,0,"domain",
,"domain::brasis","brasis","NotApplicable",-1,0,0,"domain",
,"domain::blogdozedefatima","blogdozedefatima","NotApplicable",-1,0,0,"domain",
,"domain::baianafm","baianafm","NotApplicable",-1,0,0,"domain",
,"domain::cidadania.gov.br","cidadania.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::jornaldois","jornaldois","NotApplicable",-1,0,0,"domain",
,"domain::pretapretopretinhos","pretapretopretinhos","NotApplicable",-1,0,0,"domain",
,"domain::acaoeducativa","acaoeducativa","NotApplicable",-1,0,0,"domain",
,"domain::repercussaoparanhana","repercussaoparanhana","NotApplicable",-1,0,0,"domain",
,"domain::newsrondonia","newsrondonia","NotApplicable",-1,0,0,"domain",
,"domain::portalcantu","portalcantu","NotApplicable",-1,0,0,"domain",
,"domain::votuporangatudo","votuporangatudo","NotApplicable",-1,0,0,"domain",
,"domain::sjpmg","sjpmg","NotApplicable",-1,0,0,"domain",
,"domain::jornalnovavoz.blogspot","jornalnovavoz.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::todahora","todahora","NotApplicable",-1,0,0,"domain",
,"domain::blogdafeira","blogdafeira","NotApplicable",-1,0,0,"domain",
,"domain::joynbrasil","joynbrasil","NotApplicable",-1,0,0,"domain",
,"domain::portalabcf","portalabcf","NotApplicable",-1,0,0,"domain",
,"domain::telam.com.ar","telam.com.ar","NotApplicable",-1,0,0,"domain",
,"domain::amazoniarealidade","amazoniarealidade","NotApplicable",-1,0,0,"domain",
,"domain::adunb","adunb","NotApplicable",-1,0,0,"domain",
,"domain::faes","faes","NotApplicable",-1,0,0,"domain",
,"domain::oabdf","oabdf","NotApplicable",-1,0,0,"domain",
,"domain::diretoaosfatos","diretoaosfatos","NotApplicable",-1,0,0,"domain",
,"domain::visaoagro","visaoagro","NotApplicable",-1,0,0,"domain",
,"domain::semana7","semana7","NotApplicable",-1,0,0,"domain",
,"domain::conasems","conasems","NotApplicable",-1,0,0,"domain",
,"domain::arqmariana","arqmariana","NotApplicable",-1,0,0,"domain",
,"domain::feiradaagriculturafamiliar","feiradaagriculturafamiliar","NotApplicable",-1,0,0,"domain",
,"domain::carmenzanotto","carmenzanotto","NotApplicable",-1,0,0,"domain",
,"domain::gazetadevotorantim","gazetadevotorantim","NotApplicable",-1,0,0,"domain",
,"domain::falape","falape","NotApplicable",-1,0,0,"domain",
,"domain::portalamirt","portalamirt","NotApplicable",-1,0,0,"domain",
,"domain::uecgapa","uecgapa","NotApplicable",-1,0,0,"domain",
,"domain::maisgoias","maisgoias","NotApplicable",-1,0,0,"domain",
,"domain::jdia","jdia","NotApplicable",-1,0,0,"domain",
,"domain::ricardobarros","ricardobarros","NotApplicable",-1,0,0,"domain",
,"domain::jrn.news","jrn.news","NotApplicable",-1,0,0,"domain",
,"domain::aspramece","aspramece","NotApplicable",-1,0,0,"domain",
,"domain::tvtnews","tvtnews","NotApplicable",-1,0,0,"domain",
,"domain::feliz.rs.gov.br","feliz.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::gelsonazevedo","gelsonazevedo","NotApplicable",-1,0,0,"domain",
,"domain::valemaisrs","valemaisrs","NotApplicable",-1,0,0,"domain",
,"domain::diariodoestadogo","diariodoestadogo","NotApplicable",-1,0,0,"domain",
,"domain::dimasfabiano","dimasfabiano","NotApplicable",-1,0,0,"domain",
,"domain::radioagudo","radioagudo","NotApplicable",-1,0,0,"domain",
,"domain::sepromi.ba.gov.br","sepromi.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::deputadanormaayub","deputadanormaayub","NotApplicable",-1,0,0,"domain",
,"domain::juntos","juntos","NotApplicable",-1,0,0,"domain",
,"domain::faroldenoticias","faroldenoticias","NotApplicable",-1,0,0,"domain",
,"domain::concursosnobrasil","concursosnobrasil","NotApplicable",-1,0,0,"domain",
,"domain::fatonovo","fatonovo","NotApplicable",-1,0,0,"domain",
,"domain::cabosesoldados","cabosesoldados","NotApplicable",-1,0,0,"domain",
,"domain::notion.so","notion.so","NotApplicable",-1,0,0,"domain",
,"domain::movimentomobile","movimentomobile","NotApplicable",-1,0,0,"domain",
,"domain::educacao.pe.gov.br","educacao.pe.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::claudemirpereira","claudemirpereira","NotApplicable",-1,0,0,"domain",
,"domain::revide","revide","NotApplicable",-1,0,0,"domain",
,"domain::feneme","feneme","NotApplicable",-1,0,0,"domain",
,"domain::bnldata","bnldata","NotApplicable",-1,0,0,"domain",
,"domain::china","china","NotApplicable",-1,0,0,"domain",
,"domain::primeiroasaber","primeiroasaber","NotApplicable",-1,0,0,"domain",
,"domain::guilhermemussi","guilhermemussi","NotApplicable",-1,0,0,"domain",
,"domain::minutorural","minutorural","NotApplicable",-1,0,0,"domain",
,"domain::acreinfoco","acreinfoco","NotApplicable",-1,0,0,"domain",
,"domain::fleekus","fleekus","NotApplicable",-1,0,0,"domain",
,"domain::diariopopularmg","diariopopularmg","NotApplicable",-1,0,0,"domain",
,"domain::camaravarzea.sp.gov.br","camaravarzea.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::boscosaraiva","boscosaraiva","NotApplicable",-1,0,0,"domain",
,"domain::lagesdiario","lagesdiario","NotApplicable",-1,0,0,"domain",
,"domain::vocesa","vocesa","NotApplicable",-1,0,0,"domain",
,"domain::grussaifm","grussaifm","NotApplicable",-1,0,0,"domain",
,"domain::mulherespormaisdireitos","mulherespormaisdireitos","NotApplicable",-1,0,0,"domain",
,"domain::viladeutopia","viladeutopia","NotApplicable",-1,0,0,"domain",
,"domain::vnoticias","vnoticias","NotApplicable",-1,0,0,"domain",
,"domain::santaritadotrivelato.mt.gov.br","santaritadotrivelato.mt.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::presidenciave","presidenciave","NotApplicable",-1,0,0,"domain",
,"domain::blogismaelsousa","blogismaelsousa","NotApplicable",-1,0,0,"domain",
,"domain::pdtms","pdtms","NotApplicable",-1,0,0,"domain",
,"domain::seebbauru","seebbauru","NotApplicable",-1,0,0,"domain",
,"domain::indicesbovespa","indicesbovespa","NotApplicable",-1,0,0,"domain",
,"domain::gcn.net.br","gcn.net.br","NotApplicable",-1,0,0,"domain",
,"domain::tribunadaimprensadigital","tribunadaimprensadigital","NotApplicable",-1,0,0,"domain",
,"domain::olhardoalto.blogspot","olhardoalto.blogspot","NotApplicable",-1,0,0,"domain",
