author,camaralegbr,catve,cbncuritiba,cbnglobo,cnn,contrapontojorbr,estadao,exame,folha,g1globo,globo,globoplayglobo,google,metropoles,oantagonista,ogloboglobo,poder360,reuters,tribunadointerior,veja,youtube,jornalopcao,cnnbrasil,agazeta,agert,alegretetudo,band,bbc,blogsglobo,diariodocentrodomundo,economiauol,educacaouol,intercept,noticiasuol,pdt,pdtnacamara,soundcloud,twibbon,uol,valor,yahoo,change,congressoemfoco,criticanacional,gazetadopovo,infomoney,instagram,jornaldacidadeonline,jovempan,maisfundaonao,mecgovbr,odocumento,otempo,plenonews,politicos,r7,revistaoeste,saudegovbr,sbt,segundainstancia,telegraph,tme,tsejusbr,veto52,acidadeon,agora,andajorbr,apublica,blogdosakamoto,brasil247,brasildefato,cartacapital,catracalivre,cfp,conjur,conversaafiada,cut,dw,elpais,epocaglobo,istoe,jornaldebrasilia,jornalggn,jornalistaslivres,lula,lulalivre,midianinja,nocauteblogbr,nytimes,painel,pt,ptnacamara,redebrasilatual,revistaforum,terra,theintercept,br18,democratas,ambiencia,bhaz,correiobraziliense,diariodepernambuco,em,extraglobo,gauchazhclicrbs,horadopovo,itatiaia,piaui,reporterbrasil,romanews,tribunaonline,uai,ultimosegundoig,valorglobo,blogdoprisco,defesa,ebc,engeplus,iolpt,ndmais,ndonline,nsctotal,segs,bitly,odiaig,solidariedade,whatsapp,94fm,prb10,campograndenews,correiodoestado,midiamax,nacoesunidas,psdb,acritica,bncamazonas,chumbogrossomanaus,portaldoholanda,globoesporteglobo,webdiario,ocpnews,portaldaindustria,tabuol,caixagovbr,fiocruzbr,hypeness,lenoticias,osegredo,pps,revistapazes,senadolegbr,amigodecristo,criancasespeciais,diarioonline,encurtador,feedclub,maesemacao,moneytimes,razoesparaacreditar,sonoticiaboa,tvefamosos,afnoticias,clebertoledo,conexaoto,gazetadocerrado,rendabasica,sul21,t1noticias,unisinosbr,vaticannewsva,acidigital,citizengo,semprefamilia,tercalivre,bandab,bandnewsfmcuritiba,bemparana,blogdotupan,bocamaldita,canaltech,fabiocampana,folhavitoria,maiscuritiba,paranaportal,portaldotransito,stfjusbr,tribunapr,agendadopoder,atribunarj,bandnewsfmrio,diariodorio,diariodovale,epocanegociosglobo,folha1,gospelprime,huffpost,huffpostbrasil,istoedinheiro,migalhas,odiariodonoroeste,ofluminense,plantaoenfoco,pros,prosnacamara,spotify,srzd,tiktok,twitter,vejasp,cbnrecife,m,portaldeprefeitura,adepoldobrasil,ampproject,avozdacidade,jcnet,obomdanoticia,d24am,portaldoamazonas,abrasco,amazoniareal,apibinfo,cartamaior,cimi,folhabv,leiaja,observatoriodademocracia,radiogloboglobo,roraimaemfoco,socioambiental,susconecta,un,unicampbr,vermelho,washingtonpost,rondoniadinamica,prbnacamara,republicanos10,republicanos10nacamara,imirante,linktree,revistacrescerglobo,correiodopovo,estadorsgovbr,folhadomate,girodegravatai,guaiba,jornaldocomercio,jornalibia,jornaltradicao,leouve,ponte,ptb,amazonasatual,brasil61,emtempo,fatoamazonico,jmnoticia,portalopoder,reporterbrasilia,convergenciadigital,fenae,g7ma,recontaai,reinaldoazevedo,agenciapatriciagalvao,alrsgovbr,aosfatos,avaaz,aventurasnahistoria,azmina,blogdacidadania,blogdokennedy,brasildefators,brasilpopular,brpolitico,buzzfeed,canalrural,catarinasinfo,ciclovivo,cnmcut,cnte,coletivanet,conexaoplaneta,contioutra,cpers,ctb,cultura,curtamais,dilma,drauziovarella,economiaig,entretenimentouol,esmaelmorais,especiaisglobo,esquerdadiario,esquerdaonline,extraclasse,f5,fenaj,flickr,folhape,forbes,ft,fup,geledes,generonumeromedia,giphy,gmconline,gqglobo,greenme,guiadoestudante,homeblog,jamilchade,jc,luizmuller,matinaljornalismo,medium,mpfmpbr,msn,mst,nexojornal,nonada,noticiasdatv,observatoriog,ocecobr,olhardigital,olivre,operamundi,opresente,osul,outline,outraspalavrasnet,pagina12comar,peticaopublica,poenaroda,ptnosenado,ptsul,publicopt,quatrocincoum,revistagalileuglobo,revistamarieclaireglobo,revistatrip,rollingstone,saibamaisjorbr,spbancarios,sputniknews,telepadi,temas,theguardian,tijolaconet,todospelaeducacao,tribunadonorte,tutameiajorbr,ufrgsbr,universauol,uspbr,vakinha,valorinvesteglobo,vimeo,viomundo,wordpress,aleteia,baladain,blogdoeliomar,flipsnack,mariacarolinatrevisan,verdesmares,agenciapara,fpabramo,mabnacional,oab,oliberal,verofato,almapreta,dgabc,issuu,reporterdiario,wixsite,diariodonordeste,diariodopoder,mdbrs,prfgovbr,aredeinfo,brasilsemmedo,comprerural,terrabrasilnoticias,tribunadovale,psbnacamara,aenprgovbr,appsindicato,cnm,diariodoscampos,fndegovbr,pluraljorbr,rbj,gettr,ointrigante,psdcamara,blogdoedisonsilva,cofengovbr,180graus,meon,ovale,saopaulospgovbr,lemonde,mme,blogdoalberesxavier,blogdomagno,edmarlyra,hojeemdia,ingovbr,jornalnh,radiobandeirantes,radios,novaiguacu,inepgovbr,seujornal,turismogovbr,abjd,bahiaba,benfeitoria,bol,cartacampinas,catarseme,deolhonosruralistas,diariodotransporte,dieese,emdefesadofundoamazonia,florescerpormarielle,josiasdesouza,matheuspichonelli,meurio,mglobo,minhaaposentadorianetbr,mulherias,ocafezinho,oeco,psol50,rfifr,sensacionalista,talesfaria,tvuol,twitchtv,ufmgbr,vice,agenciasportlight,apostagem,blogdojuca,brasildefatorj,claudia,correio24horas,dibradoras,esporteuol,estadodedireitosempre,gazetaonline,institutolula,jb,jconline,jornalcorreiodamanha,marchamundialdasmulheres,metro1,metrojornal,ninalemos,omelete,pcdob,pcdobba,pcdobnacamara,pragmatismopolitico,telesurtvnet,trivela,tupifm,tvjornal,uerjbr,ufrjbr,urbsmagna,vozdascomunidades,focusjorbr,opovo,politicareal,camaragovbr,confea,diariodosudoeste,jornaldebeltrao,mdhgovbr,psd,6minutos,atribuna,cbnmaringa,gazetabrasil,painelpolitico,sbtnews,tnh1,aloalobahia,asomadetodosafetos,atarde,bahianoticias,bnews,brasilianismo,capricho,classepolitica,hashtag,informebaiano,ipoliticablogbr,josepaulokupfer,mundonegroinfbr,pensarpiaui,politicalivre,sindipetroba,socialismocriativo,socialistamorena,wikipedia,cliccamaqua,diariodecanoas,difusora890,folhadonoroeste,independente,jornalbomdia,jornaltimoneiro,odiarionet,portaldacidade,portaldecamaqua,radioprogresso,radiosaovivonet,tuaradio,tecmundo,apiboficial,bandnewsfm,broadcast,climainfo,cnbb,cozinhabruta,crusoe,imazon,jotainfo,meiahoraig,psb40,revistagloboruralglobo,techtudo,surgiu,gay1lgbt,gospelmais,mblnews,pfgovbr,renovamidia,sorocabanices,vejario,agoranoticiasbrasil,agoraparana,agorarn,clarin,conexaopolitica,correiodobrasil,guiame,justificando,noticiasaominuto,portalcm7,braziljournal,caneta,causaoperaria,clp,corriereit,diogoschelp,estudosnacionais,mises,plantao190,republicadecuritibanet,ricmais,umuaramanews,xvcuritiba,bloomberg,gshowglobo,sechat,desacatoinfo,frenteforabolsonaro,jacobin,kickante,napressao,panoramafarmaceutico,aredacao,canalmynews,diariodegoias,emaisgoias,jnpt,jornalcontabil,jornalhoraextra,ohoje,opopular,rotajuridica,sagresonline,teletime,vegazeta,aepet,cenariomt,folhaimpacto,gazetadigital,leiagora,observatoriodoconhecimento,olhardireto,rdnews,redetv,tribunademinas,vortexmedia,cbncaruaru,radiojornal,cgninfbr,folhadelondrina,blogdofred,observatorio3setor,agriculturagovbr,cn7,psdbnacamara,acontecebotucatu,tvgazeta,tvterraviva,globosatplayglobo,progressistas,diariodolitoral,caras,diariogauchoclicrbs,jpnews,noticiasconcursos,saudeig,tnonline,radiofolhabv,novo,novonacamara,plenarinholegbr,sympla,apoiase,fpagropecuaria,boletimdaliberdade,revistapegnglobo,dci,polibiobragablogspot,amazonas1,cancaonova,adrianaventura,independent,democraciasocialista,secombagovbr,conaq,gp1,lemondefr,ac24horas,contilnetnoticias,diretodoplanalto,folhadoacre,juruaemtempo,noticiasdahora,apple,douradosagora,epbr,guiagaysaopaulo,torcedores,visaooeste,agenciadoradio,educadoraam,hojemais,pressreader,obrasilianista,geglobo,bonde,diarioinduscom,hugogloss,linkedin,massanews,radiometropole,24horas,opiniaocritica,sensoincomum,tarobanews,aovivo,arte,blogs,blogdorodrigoferraz,meionorte,agenciaminasmggovbr,alimentacaosaudavel,almggovbr,anf,auxilioparasaude,brasildefatomg,coalizaonegrapordireitos,comracismonaohademocracia,conectas,diplomatique,dnpt,farofafa,federalizacaonao,institutomariellefranco,noticiapreta,paraondevamos,portaldamineracao,psolnacamara,rodrigoratier,tjmgjusbr,wsj,diariosm,pioneiroclicrbs,netflix,blogdoberta,delasig,oabrj,projetocolabora,teoriaedebate,unicef,contraosagrotoxicos,jornalnoroeste,embrapabr,jusbrasil,pscptv,faxaju,jlpolitica,cidadania23,jmonline,nerdetcetera,saude,alynekaiser,anchorfm,canalenergia,clickpetroleoegas,conass,diariodoamapa,fapespbr,gayblogbr,osdivergentes,portalt5,reformadaprevidenciabrasil,selesnafes,tudorondonia,ptbnacamara,amhoje,policiamilitardesaopauloblogspot,portalnovonorte,rdplanalto,sabervivermais,soescola,bolsonaro,eshoje,jornalcruzeiro,muitainformacao,planaltogovbr,portalcorreio,zedudu,rdsland,ibgegovbr,mundosindical,aprovinciadopara,editalconcursosbrasil,agenciaaids,insurgencia,observatoriodaimprensa,osaogoncalo,programafaixalivre,uffbr,diariodocomercio,diariopopular,fdr,investing,noticiasagricolas,oimparcial,paranacooperativocoopbr,agroemdia,diariodamanha,studiofmbr,cuttly,jd1noticias,ojacare,topmidianews,ufpeledubr,afp,expressopt,fabiofelix,fernandapsol,juntos,metropolitanafm,movimentorevista,nenoticias,oxfam,psolcarioca,time,ufjfbr,nfnoticias,sociedademilitar,obrasilsoberano,jornalminuano,pbagora,agrolink,edgarlisboa,gaz,paraibaonline,rduirapuru,dialogosdosul,emdesconstrucao,entendendobolsonaro,genteig,intercpt,mlabs,super,justicagovbr,blogdosena,trbn,varelanoticias,polemicaparaiba,bahiaja,tco,jornaldaregiao,novaescola,marcospereira,mulheresrepublicanas10,pagina20net,calameo,mistobrasilia,vogueglobo,agenciacongresso,aquinoticias,cbnvitoria,safraes,seculodiario,cnc,wscom,blogdocaminhoneiro,radioculturafoz,canalgama,andes,domtotal,zoomus,economiagovbr,4oito,piranot,canaldaresistencia,gazetawebglobo,ifpbedubr,blogdolindenberg,enquantoissonomaranhao,baraodeitarare,diretodaciencia,samiabomfim,maispb,paraibaradioblog,parlamentopb,politicaetc,b9,contigo,infograficosglobo,mulherespormaisdireitos,boatos,blogdaboitempo,campanha,revistaopera,paulosampaio,terradedireitos,quatrorodas,rp10,tribunadaimprensadigital,jeanwyllys,diap,fndc,fundacaopodemos,politika,jcam,saopaulosplegbr,diariodaamazonia
23rubensbueno,1,1,1,1,2,1,2,12,11,1,4,1,1,1,1,1,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdrianoDoBaldyOficial,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AecioNevesOficial,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfonsoMottaOpina,13,0,0,1,1,0,2,9,11,3,3,0,8,0,0,5,3,0,0,0,22,0,0,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
