Source	Target	Type	Weight	similarity_total	weight_base	multimodal_multiplier	weight_multimodal_bonus	similarity_text	similarity_hashtag	similarity_domain	active_text	active_hashtag	active_domain	n_modalities_above_threshold	share_text	share_hashtag	share_domain	max_share	non_domain_similarity
capitaoalbertoneto	sostenescavalcante	Undirected	0.4265620258386967	0.21328101291934834	0.21328101291934834	2	0.4265620258386967	0.1878483167302792	0.01947130265764558	0.43252341937012023	1	0	1	2	0.29358499718133774	0.03043137375603863	0.6759836290626237	0.6759836290626237	0.1036598096939624
flavionogueirapi	wolneyqueirozpe	Undirected	0.4265618489065566	0.2132809244532783	0.2132809244532783	2	0.4265618489065566	0.15170099173888624	0.030481533181668335	0.45766024843928027	1	0	1	2	0.23709104494890124	0.047639098933021984	0.7152698561180767	0.7152698561180767	0.09109126246027728
idilvanoficial	reginaldolopesmg	Undirected	0.4265505193033589	0.21327525965167946	0.21327525965167946	2	0.4265505193033589	0.1600195672798859	0.020365962961253294	0.45944024871389916	1	0	1	2	0.25009865582663676	0.03183048203296048	0.7180708621404028	0.7180708621404028	0.09019276512056959
alexisfonteyne30	josemedeirosMT	Undirected	0.42647498297620995	0.21323749148810497	0.21323749148810497	2	0.42647498297620995	0.18885990831456506	0.0032919475676529983	0.44756061858209684	1	0	1	2	0.29522623968324735	0.005145979950460749	0.6996277803662919	0.6996277803662919	0.09607592794110903
delegadomarcelofreitas	ErikaKokay	Undirected	0.4264156043557025	0.21320780217785126	0.21320780217785126	2	0.4264156043557025	0.15012491164484237	0.002843337809477277	0.4866551570792342	1	0	1	2	0.23470828320440307	0.004445331081435525	0.7608463857141615	0.7608463857141615	0.07648412472715982
bolsonaro.enb	deputadaaliceportugal	Undirected	0.42641110970363555	0.21320555485181777	0.21320555485181777	2	0.42641110970363555	0.26798852125567	0.007442303496650334	0.36418583980313296	1	0	1	2	0.41898301921499737	0.011635568472598955	0.5693814123124037	0.5693814123124037	0.13771541237616017
deputadofederalzecadirceu	marciojerry	Undirected	0.4263899630148987	0.21319498150744934	0.21319498150744934	2	0.4263899630148987	0.25767782417631113	0.32002458313546733	0.061882537210569605	1	1	0	2	0.40288287956613633	0.5003629085960843	0.09675421183777934	0.5003629085960843	0.28885120365588923
rubensotoni	ZambelliOficial	Undirected	0.4263475925429508	0.2131737962714754	0.2131737962714754	2	0.4263475925429508	0.2297808059967894	0.0029905426314833557	0.4067500401861535	1	0	1	2	0.35930120558245515	0.004676219879099524	0.6360225745384454	0.6360225745384454	0.11638567431413638
delegado.waldir	oficialigortimo	Undirected	0.4263195816185064	0.2131597908092532	0.2131597908092532	2	0.4263195816185064	0.21418155504596206	0.030651974431387098	0.39464584295041055	1	0	1	2	0.334931139737674	0.04793270237164651	0.6171361578906795	0.6171361578906795	0.12241676473867458
depchinaglia	luismirandausa	Undirected	0.4262630779557674	0.2131315389778837	0.2131315389778837	2	0.4262630779557674	0.3363084221144284	0.021201633312736372	0.28188456150648633	1	0	1	2	0.525979439312869	0.033158917437267746	0.4408616432498634	0.525979439312869	0.1787550277135824
DepGonzagaPatriota	gervasiomaiapb	Undirected	0.4262343702664088	0.2131171851332044	0.2131171851332044	2	0.4262343702664088	0.16981506669951457	0.0018997362271307027	0.4676367524729679	1	0	1	2	0.2656051514465703	0.00297134840931655	0.7314235001441131	0.7314235001441131	0.08585740146332264
freixo.marcelo	sostenescavalcante	Undirected	0.4262194723539959	0.21310973617699794	0.21310973617699794	2	0.4262194723539959	0.30388353950131675	0.004677829812744882	0.33076783921693215	1	0	1	2	0.4753162149427823	0.007316777882701893	0.5173670071745157	0.5173670071745157	0.15428068465703082
DeputadoVitorHugo	drasorayamanato	Undirected	0.4262069021664144	0.2131034510832072	0.2131034510832072	2	0.4262069021664144	0.1624950467484395	0.08871224143968283	0.3881030650614993	1	0	1	2	0.25417239987194856	0.13876240387592273	0.6070651962521287	0.6070651962521287	0.12560364409406116
IvanValentePSOL	oficialluizlima	Undirected	0.4262040598299104	0.2131020299149552	0.2131020299149552	2	0.4262040598299104	0.3157276738206148	0.0030924663731691	0.3204859495510817	1	0	1	2	0.49385995047632886	0.004837223393888274	0.5013028261297828	0.5013028261297828	0.15941007009689195
carlosveraspt	DelegadoPablo	Undirected	0.42619288291379737	0.21309644145689868	0.21309644145689868	2	0.42619288291379737	0.250266558052641	0.008515199482618195	0.38050756683543696	1	0	1	2	0.39147620414121337	0.013319789894818579	0.5952040059639682	0.5952040059639682	0.12939087876762959
pinheirinhomg	TulioGadelhaOficial	Undirected	0.4261467396245373	0.21307336981226865	0.21307336981226865	2	0.4261467396245373	0.1617553045982386	0.06104008372217499	0.41642472111639234	1	0	1	2	0.2530510261023475	0.09549149474655175	0.6514574791511007	0.6514574791511007	0.11139769416020678
jorgebrazoficial	ZambelliOficial	Undirected	0.4260947790027961	0.21304738950139804	0.21304738950139804	2	0.4260947790027961	0.15378672603931617	0.0023624328008442367	0.4829930096640337	1	0	1	2	0.24061426959079918	0.0036962555707646663	0.7556894748384361	0.7556894748384361	0.07807457942008021
IvanValentePSOL	OtoniDeputadoFederal	Undirected	0.42608038433062667	0.21304019216531334	0.21304019216531334	2	0.42608038433062667	0.31871352067581604	0.012507551066006274	0.30789950475411776	1	0	1	2	0.4986751051314973	0.01956993957944605	0.48175495528905676	0.4986751051314973	0.16561053587091115
DelegadoPablo	doutorluizinho	Undirected	0.4260643833511113	0.21303219167555565	0.21303219167555565	2	0.4260643833511113	0.16794723964140074	0.072543596145074	0.3986057392401922	1	0	1	2	0.2627885146065647	0.11350959929967867	0.6237018860937567	0.6237018860937567	0.12024541789323737
Drdenisbezerra	ottoalencaroficial	Undirected	0.4260210157172945	0.21301050785864725	0.21301050785864725	2	0.4260210157172945	0.21160551562243488	0.012438316990255662	0.4149876909632512	1	0	1	2	0.3311347059035781	0.019464324577686515	0.6494009695187355	0.6494009695187355	0.11202191630634527
CelioMouraTO	depzeneto	Undirected	0.4260117821378035	0.21300589106890175	0.21300589106890175	2	0.4260117821378035	0.22099957423552102	0.038310644595966614	0.3797074543752175	1	0	1	2	0.34584266367236066	0.05995240226098432	0.594204934066655	0.594204934066655	0.12965510941574382
marceloalvaroantonio	rubensotoni	Undirected	0.4258289419236811	0.21291447096184055	0.21291447096184055	2	0.4258289419236811	0.1816779715827809	0.003177335166466159	0.4538881061362746	1	0	1	2	0.2844302859610734	0.0049743529285297145	0.710595361110397	0.710595361110397	0.09242765337462353
biakicisoficial	glauber.braga1	Undirected	0.4258019498138918	0.2129009749069459	0.2129009749069459	2	0.4258019498138918	0.39231952362662265	9.622447368808331e-5	0.246287176620527	1	0	1	2	0.6142441320400974	1.5065607180386845e-4	0.38560521188809876	0.6142441320400974	0.19620787405015536
deputadasorayasantos	mariarosas.oficial	Undirected	0.4257809593215156	0.2128904796607578	0.2128904796607578	2	0.4257809593215156	0.22086361788186604	0.027860700091413563	0.38994712100899387	1	0	1	2	0.3458172769300808	0.04362289964901162	0.6105598234209076	0.6105598234209076	0.1243621589866398
AlencarBraga13	profisrael	Undirected	0.425744666666897	0.2128723333334485	0.2128723333334485	2	0.425744666666897	0.22469995385480884	0.05786582194875093	0.35605122419678575	1	0	1	2	0.35185401242792985	0.09061115183078375	0.5575348357412865	0.5575348357412865	0.1412828879017799
aluisiomendesma	rosemodestoms	Undirected	0.4257442012637296	0.2128721006318648	0.2128721006318648	2	0.4257442012637296	0.19117671465839878	0.09926354038644175	0.34817604685075393	1	0	1	2	0.29936084326524715	0.15543533745035853	0.5452038192843944	0.5452038192843944	0.14522012752242025
alinesleutjes	greyce.elias	Undirected	0.42573530618784433	0.21286765309392217	0.21286765309392217	2	0.42573530618784433	0.30665430479499944	0.07570309419566794	0.2562455602910991	1	0	1	2	0.4801955586611938	0.11854485341065571	0.4012595879281505	0.4801955586611938	0.1911786994953337
AleSilvaOficial	joaocarlosgurgel	Undirected	0.4256829763820646	0.2128414881910323	0.2128414881910323	2	0.4256829763820646	0.22769574244561508	0.28551368484107786	0.12531503728640392	1	1	0	2	0.3565967399508292	0.44714603853427276	0.19625722151489802	0.44714603853427276	0.25660471364334647
davidmirandario12	rosemodestoms	Undirected	0.42567051597705197	0.21283525798852598	0.21283525798852598	2	0.42567051597705197	0.30706837828408723	0.007861282755208964	0.32357611292628174	1	0	1	2	0.4809171518950765	0.012311999477130442	0.5067708486277931	0.5067708486277931	0.1574648305196481
celsosabinooficial	davidbrsoares	Undirected	0.4256571380502483	0.21282856902512415	0.21282856902512415	2	0.4256571380502483	0.1656753441430968	0.01302944771187137	0.4597809152204043	1	0	1	2	0.2594816803370338	0.020406796217183387	0.7201115234457829	0.7201115234457829	0.08935239592748408
deputadorogeriocorreia	profmarcivania	Undirected	0.4256386009222603	0.21281930046113015	0.21281930046113015	2	0.4256386009222603	0.1528546139862132	0.06884897270352303	0.41675431469365415	1	0	1	2	0.23941220502559785	0.10783635468265526	0.6527514402917468	0.6527514402917468	0.11085179334486811
DeputadoAndreFigueiredo	depzeneto	Undirected	0.4256028959023195	0.21280144795115974	0.21280144795115974	2	0.4256028959023195	0.18273176433916877	0.0500979954334275	0.405574584080883	1	0	1	2	0.28623201909338464	0.07847376966614993	0.6352942112404655	0.6352942112404655	0.11641487988629813
FelipeCarrerasOficial	greyce.elias	Undirected	0.42556486043094727	0.21278243021547363	0.21278243021547363	2	0.42556486043094727	0.15639857103296426	0.08120427299160868	0.40074444662184805	1	0	1	2	0.24500545913586882	0.1272101788187702	0.627784362045361	0.627784362045361	0.11880142201228647
marceloramosam	viniciuscarvalhooficial	Undirected	0.42551947272081914	0.21275973636040957	0.21275973636040957	2	0.42551947272081914	0.20429010877850812	0.006018469505311875	0.4279706307974087	1	0	1	2	0.3200638621342118	0.009429211260030174	0.6705069266057581	0.6705069266057581	0.10515428914191
capitaowagnersousa	wolneyqueirozpe	Undirected	0.4255030313759614	0.2127515156879807	0.2127515156879807	2	0.4255030313759614	0.15983345803336016	0.028336760489345643	0.45008432854123637	1	0	1	2	0.2504227486801556	0.044397271621014846	0.7051799796988295	0.7051799796988295	0.0940851092613529
AngelaAmin11	depdanielfreitas	Undirected	0.4254839102665604	0.2127419551332802	0.2127419551332802	2	0.4254839102665604	0.23970478938301498	1.329272791676623e-4	0.398388148737658	1	0	1	2	0.37557987286028105	2.0827623318648328e-4	0.6242118509065325	0.6242118509065325	0.11991885833109132
davidmirandario12	delegado.waldir	Undirected	0.42548339240438066	0.21274169620219033	0.21274169620219033	2	0.42548339240438066	0.3305139669664349	0.0013322171879184882	0.3063789044522176	1	0	1	2	0.517864265862757	0.0020873782803291258	0.4800483558569139	0.517864265862757	0.1659230920771767
ChristianeYared	EduardoCuryOficial	Undirected	0.4254178713905077	0.21270893569525384	0.21270893569525384	2	0.4254178713905077	0.16849333682067863	0.1105867723060436	0.35904669795903926	1	0	1	2	0.26404365864233914	0.17329905447959218	0.5626572868780686	0.5626572868780686	0.1395400545633611
carlosveraspt	delegado.waldir	Undirected	0.4253946149680036	0.2126973074840018	0.2126973074840018	2	0.4253946149680036	0.16428732804007612	0.0076116008689402085	0.4661929935429891	1	0	1	2	0.2574665534219063	0.011928690210794388	0.7306047563672994	0.7306047563672994	0.08594946445450817
drasorayamanato	MarxBeltrao	Undirected	0.42537580948048853	0.21268790474024427	0.21268790474024427	2	0.42537580948048853	0.15470463661286338	0.0032117899760715674	0.4801472876317979	1	0	1	2	0.24245954309093434	0.0050336508791980535	0.7525068060298676	0.7525068060298676	0.07895821329446748
blogdabenedita	profisrael	Undirected	0.42532218588381077	0.21266109294190538	0.21266109294190538	2	0.42532218588381077	0.20994112591684075	0.024170865862989176	0.4038712870458862	1	0	1	2	0.32906995039628983	0.037886362644924676	0.6330436869587854	0.6330436869587854	0.11705599588991496
marcelonilodep	rafaelmottarn	Undirected	0.42524387567159544	0.21262193783579772	0.21262193783579772	2	0.42524387567159544	0.19869037773941184	0.05893960310139369	0.38023583266658767	1	0	1	2	0.31149243858498293	0.09240125721318432	0.5961063042018329	0.5961063042018329	0.12881499042040276
AlencarBraga13	PoliticoEliasVaz	Undirected	0.4252262655223616	0.2126131327611808	0.2126131327611808	2	0.4252262655223616	0.2732588950121836	0.06048491298188598	0.3040955902894729	1	0	1	2	0.428413321202072	0.09482780954681365	0.47675886925111444	0.47675886925111444	0.16687190399703478
drasorayamanato	marcelvh	Undirected	0.42517721636108646	0.21258860818054323	0.21258860818054323	2	0.42517721636108646	0.3575943709185049	0.0158292272432865	0.2643422263798383	1	0	1	2	0.5606985466421197	0.024819811024937195	0.4144816423329431	0.5606985466421197	0.1867117990808957
orlandosilvasp	renataabreu1919	Undirected	0.42516899652301915	0.21258449826150957	0.21258449826150957	2	0.42516899652301915	0.2986741313747106	0.01990854326223693	0.3191708201475812	1	0	1	2	0.46832221825083153	0.031216674506759433	0.5004611072424091	0.5004611072424091	0.15929133731847378
rejaneribeiro.dias	tabataamaralSP	Undirected	0.4251200623308271	0.21256003116541355	0.21256003116541355	2	0.4251200623308271	0.20414625792743188	0.0149297352060312	0.41860410036277756	1	0	1	2	0.3201389850640451	0.02341257843596025	0.6564484364999946	0.6564484364999946	0.10953799656673154
drasorayamanato	greyce.elias	Undirected	0.42509920887238356	0.21254960443619178	0.21254960443619178	2	0.42509920887238356	0.2678645558517757	0.02611384631046242	0.34367041114633723	1	0	1	2	0.42008163468838583	0.04095333632782161	0.5389650289837925	0.5389650289837925	0.14698920108111907
aureacarolina	gleisi.hoffmann	Undirected	0.42507599819933267	0.21253799909966634	0.21253799909966634	2	0.42507599819933267	0.30133863677037886	0.11350533829829555	0.2227700222303246	1	0	1	2	0.4726035470470873	0.17801575683582274	0.34938069611708994	0.4726035470470873	0.20742198753433722
alinesleutjes	VilsondaFetaemg	Undirected	0.4250610511167597	0.21253052555837984	0.21253052555837984	2	0.4250610511167597	0.15911805618451363	0.008694605822026023	0.4697789146685999	1	0	1	2	0.2495611015036765	0.013636638469043056	0.7368022600272804	0.7368022600272804	0.08390633100326983
capitaowagnersousa	generalgirao	Undirected	0.4250219071443752	0.2125109535721876	0.2125109535721876	2	0.4250219071443752	0.20454323256439347	0.03178517858136065	0.4012044495708087	1	0	1	2	0.3208355916501224	0.04985653374107699	0.6293078746088007	0.6293078746088007	0.11816420557287706
helder.salomao.1350	taliriapetronepsol	Undirected	0.42498884582574853	0.21249442291287426	0.21249442291287426	2	0.42498884582574853	0.3169033716990743	0.29448806463429533	0.026091832405253163	1	1	0	2	0.49711637503228207	0.4619541862125947	0.04092943875512313	0.49711637503228207	0.30569571816668484
DeputadoNicoletti	RaulHenryPE	Undirected	0.4249678016706641	0.21248390083533206	0.21248390083533206	2	0.4249678016706641	0.17270294077737422	0.03743606466218651	0.4273126970664354	1	0	1	2	0.2709270994154254	0.058727687940929724	0.6703452126436448	0.6703452126436448	0.10506950271978037
DeputadaMariaDoRosario	oficialluizlima	Undirected	0.4249674779655443	0.21248373898277215	0.21248373898277215	2	0.4249674779655443	0.3329090439138291	9.891631131260295e-4	0.30355300992136136	1	0	1	2	0.5222502288215427	0.00155174715621608	0.4761980240222414	0.5222502288215427	0.16694910351347755
ChristianeYared	oficialigortimo	Undirected	0.4249441562724388	0.2124720781362194	0.2124720781362194	2	0.4249441562724388	0.18554587518895993	0.07267965165014628	0.37919070756955203	1	0	1	2	0.29109060167112616	0.11402227889217854	0.5948871194366953	0.5948871194366953	0.1291127634195531
AlencarBraga13	nelsonpelegrino	Undirected	0.42486782092270053	0.21243391046135027	0.21243391046135027	2	0.42486782092270053	0.3630655492137907	0.07063055786100061	0.20360562430925938	1	0	1	2	0.5696917666068604	0.11082750035467459	0.31948073303846486	0.5696917666068604	0.21684805353739567
freianastaciopt	ProfessoraRosaNeide	Undirected	0.4247714374235106	0.2123857187117553	0.2123857187117553	2	0.4247714374235106	0.42451157505864173	0.21027293237965516	0.002372648696968912	1	1	0	2	0.6662588200900935	0.3300173753914726	0.0037238045184337667	0.6662588200900935	0.3173922537191485
biakicisoficial	delegadomarcelofreitas	Undirected	0.42476281902449364	0.21238140951224682	0.21238140951224682	2	0.42476281902449364	0.20659271537906054	0.002764385852185508	0.4277871273054944	1	0	1	2	0.3242479585093621	0.004338712850831547	0.6714133286398063	0.6714133286398063	0.10467855061562302
ClarissaGarotinhoRJ	tabataamaralSP	Undirected	0.42476105653771795	0.21238052826885898	0.21238052826885898	2	0.42476105653771795	0.2524971422876111	0.013796381470203333	0.37084806104876245	1	0	1	2	0.39629675461265657	0.02165355675911757	0.5820496886282258	0.5820496886282258	0.13314676187890723
carlosjordyoficial	rfalcao13	Undirected	0.4247520416227122	0.2123760208113561	0.2123760208113561	2	0.4247520416227122	0.47137282660388485	3.77401956228507e-4	0.1653778338739549	1	0	1	2	0.7398400014010743	5.92348663448742e-4	0.25956764993547693	0.7398400014010743	0.23587511428005667
depvalmir	PedroUczai	Undirected	0.424701649262973	0.2123508246314865	0.2123508246314865	2	0.424701649262973	0.2815609430772782	0.22898646692943364	0.1265050638877477	1	1	0	2	0.4419744912942986	0.3594467901985886	0.1985787185071128	0.4419744912942986	0.2552737050033559
drasorayamanato	renataabreu1919	Undirected	0.42467691899745663	0.21233845949872832	0.21233845949872832	2	0.42467691899745663	0.338878064529451	0.013108219399738165	0.2850290945669957	1	0	1	2	0.531977839105623	0.020577555648158767	0.44744460524621815	0.531977839105623	0.1759931419645946
joseneltooficial	onelsonbarbudo	Undirected	0.4246289147380166	0.2123144573690083	0.2123144573690083	2	0.4246289147380166	0.21954241355163007	0.005598866338720069	0.4118020922166748	1	0	1	2	0.3446812121231094	0.008790210533471565	0.6465285773434191	0.6465285773434191	0.11257063994517506
glauber.braga1	idilvanoficial	Undirected	0.424586171050281	0.2122930855251405	0.2122930855251405	2	0.424586171050281	0.18354439607010564	0.008371841358847066	0.4449630191464689	1	0	1	2	0.28819339643286	0.013145099753858356	0.6986615038132817	0.6986615038132817	0.09595811871447635
deputadohenriquefontana	drluizovando	Undirected	0.42444495165795604	0.21222247582897802	0.21222247582897802	2	0.42444495165795604	0.347509622069737	0.002874641067819356	0.2862831643493777	1	0	1	2	0.545825979258015	0.004515137642844703	0.4496588830991403	0.545825979258015	0.1751921315687782
depjuliocesarribeiro	jorgebrazoficial	Undirected	0.42443400292958894	0.21221700146479447	0.21221700146479447	2	0.42443400292958894	0.23253987266377577	0.10828516099385592	0.29582597073675165	1	0	1	2	0.3652548587196217	0.17008558888061848	0.46465955239975976	0.46465955239975976	0.17041251682881584
davidmirandario12	DeputadoCarlosSampaio	Undirected	0.42431670601879484	0.21215835300939742	0.21215835300939742	2	0.42431670601879484	0.25785386873574656	0.0011879204997069439	0.3774332697927388	1	0	1	2	0.40512800160536233	0.00186640541975161	0.5930055929748861	0.5930055929748861	0.12952089461772676
carlosjordyoficial	deputadopeninha	Undirected	0.42430936443858575	0.21215468221929287	0.21215468221929287	2	0.42430936443858575	0.3588365118983993	0.0013868877773209561	0.2762406469821583	1	0	1	2	0.5637969870924796	0.002179051251368573	0.43402396165615176	0.5637969870924796	0.18011169983786013
davidmirandario12	deputadopeninha	Undirected	0.4243085117204095	0.21215425586020475	0.21215425586020475	2	0.4243085117204095	0.3244770055957963	3.457633116679527e-5	0.31195118565365126	1	0	1	2	0.509813019902532	5.4325771950856244e-5	0.4901326543255173	0.509813019902532	0.16225579096348153
luismirandausa	perpetuaalmeida.acre	Undirected	0.42429135892001096	0.21214567946000548	0.21214567946000548	2	0.42429135892001096	0.2414359396414402	0.012985510731930569	0.3820155880066457	1	0	1	2	0.37935557656416413	0.020403449121980426	0.6002409743138555	0.6002409743138555	0.12721072518668539
drluizovando	ottoalencaroficial	Undirected	0.42426990376732704	0.21213495188366352	0.21213495188366352	2	0.42426990376732704	0.26299747405081797	0.012072193216254589	0.36133518838391804	1	0	1	2	0.4132549771038325	0.018969360634286354	0.5677756622618811	0.5677756622618811	0.13753483363353627
oficialluizlima	orlandosilvasp	Undirected	0.42424897463348515	0.21212448731674258	0.21212448731674258	2	0.42424897463348515	0.2973913166852521	0.02773154910159672	0.31125059616337897	1	0	1	2	0.46732199638537375	0.04357747574295559	0.4891005278716708	0.4891005278716708	0.1625614328934244
rigonifelipe	SheridanRR	Undirected	0.4242472259717367	0.21212361298586835	0.21212361298586835	2	0.4242472259717367	0.2854080661406897	0.028418683489516795	0.3225440893273986	1	0	1	2	0.4484933134400012	0.04465742574890369	0.5068492608110952	0.5068492608110952	0.15691337481510326
gleisi.hoffmann	LucasRedecker	Undirected	0.4242207340073812	0.2121103670036906	0.2121103670036906	2	0.4242207340073812	0.17092587703767265	8.946651020779344e-4	0.4645105588713212	1	0	1	2	0.26861154007102134	0.0014059741864830958	0.7299824857424955	0.7299824857424955	0.0859102710698753
depchinaglia	filipebarrosoficial	Undirected	0.4241686248652842	0.2120843124326421	0.2120843124326421	2	0.4241686248652842	0.45614345053420924	0.0019426465775552921	0.17816684018616183	1	0	1	2	0.7169215634137331	0.003053261468317034	0.28002517511794994	0.7169215634137331	0.22904304855588226
carlosveraspt	marceloalvaroantonio	Undirected	0.4241517719981723	0.21207588599908614	0.21207588599908614	2	0.4241517719981723	0.2277842298624183	0.0012075139983740602	0.4072359141364661	1	0	1	2	0.35802314941705954	0.0018979275471536692	0.6400789230357868	0.6400789230357868	0.11449587193039619
biakicisoficial	deputadowaldenorpereira	Undirected	0.4241455246656371	0.21207276233281855	0.21207276233281855	2	0.4241455246656371	0.33296394164150234	0.002253213385777715	0.30100113197117556	1	0	1	2	0.5233485871843708	0.0035415728089299397	0.4731098400066992	0.5233485871843708	0.16760857751364003
Drdenisbezerra	iracemaportella	Undirected	0.4240135080354415	0.21200675401772076	0.21200675401772076	2	0.4240135080354415	0.18626773486025539	0.01229759390152357	0.43745493329138335	1	0	1	2	0.2928644667057573	0.019335223475153478	0.6878003098190892	0.6878003098190892	0.09928266438088948
carlosveraspt	oficialluizlima	Undirected	0.4240074177763204	0.2120037088881602	0.2120037088881602	2	0.4240074177763204	0.26686660301355164	0.004822276872247398	0.3643222467786816	1	0	1	2	0.41959423636676985	0.007582063693661334	0.5728236999395689	0.5728236999395689	0.13584443994289952
freixo.marcelo	rodrigocoelhooficial	Undirected	0.42400079544750763	0.21200039772375381	0.21200039772375381	2	0.42400079544750763	0.25826617178501965	0.009403761092879546	0.3683312602933623	1	0	1	2	0.4060781246293576	0.014785760142980291	0.5791361152276621	0.5791361152276621	0.1338349664389496
deputadaaliceportugal	LeoMoraes.19	Undirected	0.4239960070849884	0.2119980035424942	0.2119980035424942	2	0.4239960070849884	0.21203027358552556	8.984573968817016e-4	0.42306527964507534	1	0	1	2	0.3333840728725304	0.0014126821666060473	0.6652032449608635	0.6652032449608635	0.10646436549120364
gleisi.hoffmann	joseneltooficial	Undirected	0.4238597495535971	0.21192987477679856	0.21192987477679856	2	0.4238597495535971	0.21332280488743754	0.002589708454485564	0.4198771109884725	1	0	1	2	0.3355241997100944	0.004073215974880066	0.6604025843150255	0.6604025843150255	0.10795625667096155
alexisfonteyne30	rosemodestoms	Undirected	0.4238232142721546	0.2119116071360773	0.2119116071360773	2	0.4238232142721546	0.2041026721482547	0.026517552221901917	0.40511459703807523	1	0	1	2	0.3210500121672458	0.04171165606936904	0.6372383317633851	0.6372383317633851	0.1153101121850783
farah.vinicius	oficialluizlima	Undirected	0.4237513762972435	0.21187568814862176	0.21187568814862176	2	0.4237513762972435	0.15663359094891782	0.030147616032078425	0.44884585746486905	1	0	1	2	0.24642372817379918	0.04742972368296004	0.7061465481432408	0.7061465481432408	0.09339060349049813
gleisi.hoffmann	pompeodemattospdt	Undirected	0.4237245942675252	0.2118622971337626	0.2118622971337626	2	0.4237245942675252	0.22997849255475095	0.3093319663661503	0.09627643248038656	1	1	0	2	0.3618364312827692	0.48668713995054486	0.15147642876668602	0.48668713995054486	0.2696552294604506
pauloramosrio	renildovcalheiros	Undirected	0.4236631650931617	0.21183158254658085	0.21183158254658085	2	0.4236631650931617	0.15244250448662838	0.39912609977900804	0.08392614337410603	1	1	0	2	0.2398800384311704	0.6280557018942818	0.13206425967454757	0.6280557018942818	0.27578430213281824
luizaerundina	pimenta13br	Undirected	0.4235647335174324	0.2117823667587162	0.2117823667587162	2	0.4235647335174324	0.3363380446926589	0.17331597637246626	0.12569307921102343	1	1	0	2	0.5293768469966609	0.27278943477846335	0.19783371822487572	0.5293768469966609	0.25482701053256257
capitaoalbertoneto	davidmirandario12	Undirected	0.42353345238636814	0.21176672619318407	0.21176672619318407	2	0.42353345238636814	0.21858917006975231	4.7981028844751175e-4	0.4162311982213524	1	0	1	2	0.34407226290804604	7.552497301674062e-4	0.6551724873617866	0.6551724873617866	0.10953449017909991
coroneltadeu	deputadowaldenorpereira	Undirected	0.42350151457877344	0.21175075728938672	0.21175075728938672	2	0.42350151457877344	0.33164410076231926	0.0013843243401218273	0.302223846765719	1	0	1	2	0.5220667685091703	0.0021791725924108604	0.4757540588984188	0.5220667685091703	0.16651421255122054
generalgirao	SargentoFahur10	Undirected	0.42341464776790944	0.21170732388395472	0.21170732388395472	2	0.42341464776790944	0.24368174708467497	0.012982045920334003	0.3784581786468551	1	0	1	2	0.3836770856011996	0.02044024061483734	0.595882673783963	0.595882673783963	0.12833189650250448
coronel.armando	josiasgomespt	Undirected	0.42338716334683973	0.21169358167341987	0.21169358167341987	2	0.42338716334683973	0.17093006978200445	0.0024495104552339883	0.46170116478302115	1	0	1	2	0.26914698819368493	0.0038570063325661795	0.7269960054737489	0.7269960054737489	0.08668979011861921
davidbrsoares	mariarosas.oficial	Undirected	0.42336197429830896	0.21168098714915448	0.21168098714915448	2	0.42336197429830896	0.1967075676137733	0.09327545985796384	0.34505993397572626	1	0	1	2	0.30975474031774897	0.14688055064079383	0.5433647090414572	0.5433647090414572	0.14499151373586858
Depdarcidematos	drluizovando	Undirected	0.4233515784743587	0.21167578923717936	0.21167578923717936	2	0.4233515784743587	0.16562849362739365	0.0722917639120491	0.39710711017209543	1	0	1	2	0.26082103236632564	0.11384039111978511	0.6253385765138894	0.6253385765138894	0.11896012876972137
fernandomonteirope	RaulHenryPE	Undirected	0.42334846716342134	0.21167423358171067	0.21167423358171067	2	0.42334846716342134	0.1651524393023734	0.04092659793358211	0.4289436635091765	1	0	1	2	0.2600732841654077	0.06444903132684718	0.6754776845077451	0.6754776845077451	0.10303951861797775
deputadolourivalgomes	renataabreu1919	Undirected	0.42333386986061566	0.21166693493030783	0.21166693493030783	2	0.42333386986061566	0.24559671165823865	0.03634748973835598	0.35305660339432887	1	0	1	2	0.38676598487005437	0.0572400687749105	0.5559939463550352	0.5559939463550352	0.14097210069829733
lucasvgonzalez	TiagoMitraud	Undirected	0.4232633389450932	0.2116316694725466	0.2116316694725466	2	0.4232633389450932	0.3242848563149162	0.19325163548718483	0.11735851661553875	1	1	0	2	0.5107692642333685	0.3043836113451724	0.18484712442145906	0.5107692642333685	0.2587682459010505
drasorayamanato	samia.bomfim.psol	Undirected	0.42313882036069655	0.21156941018034828	0.21156941018034828	2	0.42313882036069655	0.3330212384065639	7.003978362235679e-4	0.3009865942982574	1	0	1	2	0.5246839766402372	0.0011034957520978216	0.47421252760766497	0.5246839766402372	0.16686081812139372
deputadolourivalgomes	joseneltooficial	Undirected	0.423080721958989	0.2115403609794945	0.2115403609794945	2	0.423080721958989	0.15089013687552721	0.02253101864040621	0.4611999274225501	1	0	1	2	0.23776414136268717	0.03550310452353855	0.7267327541137744	0.7267327541137744	0.08671057775796671
TiagoMitraud	viniciuscarvalhooficial	Undirected	0.42296953114182606	0.21148476557091303	0.21148476557091303	2	0.42296953114182606	0.20808584415922532	0.1319375269486433	0.29443092560487055	1	0	1	2	0.3279760973128692	0.20795434380733724	0.4640695588797936	0.4640695588797936	0.1700116855539343
