Id	Label	author	party	state	PEC135	ideology_2021	louvain_community	degree	strength	total_posts	total_engagement	mean_engagement	Q1	Q2	is_wolf
biakicisoficial	Bia Kicis	biakicisoficial	PL	DF	1	0.493	4	67	67	808	16970824	21003.49504950495	381	277	1
DeputadoCarlosSampaio	Carlos Sampaio	DeputadoCarlosSampaio	PSDB	SP	0	0.157	4	64	64	35	114796	3279.885714285714	4	1	0
carolinerdetoni	Carol De Toni	carolinerdetoni	PL	SC	1	0.493	4	63	63	186	2208589	11874.13440860215	97	65	1
onelsonbarbudo	Nelson Barbudo	onelsonbarbudo	PL	MT	1	0.493	4	61	61	145	641175	4421.896551724138	66	50	1
oficialluizlima	Luiz Lima	oficialluizlima	PL	RJ	1	0.493	4	59	59	134	924374	6898.313432835821	34	28	1
carlosjordyoficial	Carlos Jordy	carlosjordyoficial	PL	RJ	1	0.493	4	55	55	619	7379201	11921.1647819063	198	142	1
filipebarrosoficial	Filipe Barros	filipebarrosoficial	PL	PR	1	0.493	4	52	52	1195	15937520	13336.836820083681	521	303	1
drasorayamanato	Dra. Soraya Manato	drasorayamanato	PTB	ES	1	0.455	4	51	51	132	233003	1765.1742424242425	58	43	1
coronel.armando	Coronel Armando	coronel.armando	PL	SC	1	0.493	4	47	47	258	235159	911.468992248062	99	83	1
ZambelliOficial	Carla Zambelli	ZambelliOficial	PL	SP	1	0.493	4	47	47	661	23963031	36252.69440242057	237	180	1
PauloEduardoOficial	Paulo Eduardo Martins	PauloEduardoOficial	PL	PR	1	0.493	4	41	41	583	4329713	7426.608919382505	107	49	1
rodrigocoelhooficial	Rodrigo Coelho	rodrigocoelhooficial	PODEMOS	SC	1		4	40	40	73	18169	248.8904109589041	12	8	1
delegado.waldir	Delegado Waldir	delegado.waldir	PSL	GO	0	0.803	4	38	38	52	114930	2210.1923076923076	1	0	0
RodrigoMaiaRJ	Rodrigo Maia	RodrigoMaiaRJ	PSDB	RJ	0	0.157	4	36	36	35	220473	6299.228571428572	10	8	0
generalgirao	General Girão Monteiro	generalgirao	PL	RN	1	0.493	4	33	33	240	381311	1588.7958333333333	91	74	1
alexmanente	Alex Manente	alexmanente	CIDADANIA	SP	0	-0.014	4	31	31	82	125591	1531.5975609756097	10	4	0
bolsonaro.enb	Eduardo Bolsonaro	bolsonaro.enb	PL	SP	1	0.493	4	31	31	303	7827910	25834.686468646865	92	69	1
DepCoronelChrisostomo	Deputado Coronel Chrisóstomo	DepCoronelChrisostomo	PL	RO	1	0.493	4	31	31	68	112288	1651.2941176470588	40	32	1
marcelvh	Marcel van Hattem	marcelvh	NOVO	RS	1	0.711	4	31	31	214	3306762	15452.158878504673	42	27	1
AleSilvaOficial	Alê Silva	AleSilvaOficial	REPUBLICANOS	MG	1	0.55	4	29	29	255	901907	3536.8901960784315	124	91	1
coroneltadeu	Coronel Tadeu	coroneltadeu	PL	SP	1	0.493	4	29	29	39	109245	2801.153846153846	14	9	1
depfelipefrancischini	Felipe Francischini	depfelipefrancischini	PSL	PR	1	0.803	4	29	29	17	63058	3709.294117647059	5	3	1
alinesleutjes	Aline Sleutjes	alinesleutjes	PROS	PR	1	0.19	4	26	26	77	276767	3594.3766233766232	31	24	1
DelegadoPablo	Delegado Pablo	DelegadoPablo	PSL	CE	1	0.803	4	21	21	73	19772	270.8493150684931	11	10	1
alexisfonteyne30	Alexis Fonteyne	alexisfonteyne30	NOVO	SP	1	0.711	4	20	20	64	54627	853.546875	10	7	1
SargentoFahur10	Sargento Fahur	SargentoFahur10	PSD	PR	1	0.296	4	20	20	58	689016	11879.586206896553	7	5	1
loestertrutisdep	Loester Trutis	loestertrutisdep	PL	MS	1	0.493	4	18	18	68	51524	757.7058823529412	17	15	1
cabojunioamaral	Cabo Junio Amaral	cabojunioamaral	PL	MG	1	0.493	4	15	15	81	142360	1757.530864197531	25	19	1
capitaoalbertoneto	Capitão Alberto Neto	capitaoalbertoneto	PL	AM	1	0.493	4	15	15	181	655238	3620.0994475138123	44	37	1
joaocarlosgurgel	Carlos Gurgel	joaocarlosgurgel	PL	RJ	1	0.493	4	15	15	152	233566	1536.6184210526317	34	20	1
oficialigortimo	Igor Timo	oficialigortimo	PODEMOS	MG	0		4	15	15	32	15250	476.5625	7	2	0
OtoniDeputadoFederal	Otoni de Paula	OtoniDeputadoFederal	MDB	RJ	1	0.137	4	15	15	138	1073795	7781.123188405797	37	29	1
bibonunes	Bibo Nunes	bibonunes	PL	RS	1	0.493	4	13	13	176	1397163	7938.426136363636	83	69	1
depdanielfreitas	Daniel Freitas	depdanielfreitas	PL	SC	1	0.493	4	13	13	88	32160	365.45454545454544	36	25	1
lpbragancabr	Luiz Philippe de Orleans e Bragança	lpbragancabr	PL	RJ	1	0.493	4	11	11	134	1400748	10453.34328358209	52	31	1
lucasvgonzalez	Lucas Gonzalez 3022	lucasvgonzalez	NOVO	MG	1	0.711	4	11	11	4	364	91	1	0	0
majorfabiana	Major Fabiana	majorfabiana	PL	RJ	1	0.493	4	11	11	63	78505	1246.111111111111	19	13	1
ViniciusPoit	Vinicius Poit	ViniciusPoit	NOVO	SP	0	0.711	4	11	11	107	152966	1429.588785046729	10	3	0
delegadofeliciolaterca	Delegado Felício Laterça	delegadofeliciolaterca	PP	RJ	1	0.51	4	10	10	62	9613	155.0483870967742	12	9	1
deputadopeninha	Rogério Peninha Mendonça	deputadopeninha	MDB	SC	1	0.137	4	10	10	40	50454	1261.35	5	3	1
guilhermederrite	Guilherme Derrite	guilhermederrite	PL	SP	1	0.493	4	10	10	76	331302	4359.236842105263	3	1	0
TiagoMitraud	Tiago Mitraud	TiagoMitraud	NOVO	MG	0	0.711	4	10	10	58	19963	344.1896551724138	8	4	0
joseneltooficial	José Nelto	joseneltooficial	PP	GO	0	0.51	4	9	9	77	7486	97.22077922077922	31	13	0
luismirandausa	Luis Miranda USA	luismirandausa	REPUBLICANOS	DF	0	0.55	4	9	9	37	315513	8527.378378378378	4	3	0
marceloalvaroantonio	Marcelo Álvaro Antônio	marceloalvaroantonio	PL	MG	0	0.493	4	9	9	45	29691	659.8	22	18	0
PastorMarcoFeliciano	Marco Feliciano	PastorMarcoFeliciano	PL	SP	1	0.493	4	8	8	186	1769641	9514.198924731183	46	37	1
vanderleimacris	Deputado Vanderlei Macris	vanderleimacris	PSDB	SP	0	0.157	4	8	8	22	17618	800.8181818181819	3	0	0
enricogmisasi	Enrico Misasi	enricogmisasi	MDB	SP	1	0.137	4	7	7	15	5351	356.73333333333335	5	0	0
paulabelmonteoficial	Paula Belmonte	paulabelmonteoficial	CIDADANIA	DF	1	-0.014	4	7	7	54	137650	2549.074074074074	9	6	1
adriventurasp	Adriana Ventura	adriventurasp	NOVO	SP	0	0.711	4	6	6	71	13316	187.54929577464787	4	1	0
pauloganime	Paulo Ganime	pauloganime	NOVO	RJ	1	0.711	4	6	6	89	35714	401.2808988764045	19	9	1
deputadolincolnportela	Deputado Federal Lincoln Portela	deputadolincolnportela	PL	MG	1	0.493	4	5	5	13	74326	5717.384615384615	10	7	1
DeputadoPedroLupion	Pedro Lupion	DeputadoPedroLupion	PP	PR	1	0.51	4	5	5	39	4241	108.74358974358974	12	11	1
DeputadoVitorHugo	Major Vitor Hugo	DeputadoVitorHugo	PL	GO	1	0.493	4	5	5	195	171946	881.774358974359	87	70	1
rigonifelipe	Felipe Rigoni	rigonifelipe	PSL	ES	0	0.803	4	5	5	43	8686	202	11	0	0
CarlosChiodini	Carlos Chiodini	CarlosChiodini	MDB	SC	1	0.137	4	4	4	10	1928	192.8	2	1	0
DelegadoAntonioFurtado	Delegado Antonio Furtado	DelegadoAntonioFurtado	PSL	RJ	1	0.803	4	4	4	40	8328	208.2	14	9	1
deputadopastoreurico	Deputado Federal Pastor Eurico	deputadopastoreurico	PL	PE	1	0.493	4	4	4	4	651	162.75	1	1	0
Dr.JazielPereira	Dr. Jaziel Pereira	Dr.JazielPereira	PL	CE	1	0.493	4	4	4	23	3979	173	9	8	1
EduardoCuryOficial	Eduardo Cury	EduardoCuryOficial	PSDB	SP	0	0.157	4	4	4	13	5368	412.9230769230769	2	0	0
gilson.marques.novo	Gilson Marques	gilson.marques.novo	NOVO	SC	1	0.711	4	4	4	40	31631	790.775	6	3	1
sostenescavalcante	Sóstenes Cavalcante	sostenescavalcante	PL	RJ	1	0.493	4	4	4	111	247440	2229.189189189189	23	17	1
viniciuscarvalhooficial	Vinicius Carvalho	viniciuscarvalhooficial	REPUBLICANOS	SP	0	0.55	4	4	4	40	4541	113.525	6	2	0
AngelaAmin11	Angela Amin	AngelaAmin11	PP	SC	0	0.51	4	3	3	19	7325	385.5263157894737	7	5	0
capitaoaugustooficial	Capitão Augusto	capitaoaugustooficial	PL	SP	1	0.493	4	3	3	119	267861	2250.9327731092435	21	8	1
ChristianeYared	Christiane Yared	ChristianeYared	PP	PR	1	0.51	4	3	3	16	6853	428.3125	1	1	0
depluizantonio	Luiz Antônio Corrêa	depluizantonio	PP	RJ	0	0.51	4	3	3	11	2259	205.36363636363637	0	0	0
DeputadoOsmarTerra	Osmar Terra	DeputadoOsmarTerra	MDB	RS	1	0.137	4	3	3	6	13709	2284.8333333333335	3	2	0
deputadovermelho	Vermelho Deputado Federal	deputadovermelho	PL	PR	1	0.493	4	3	3	13	2341	180.07692307692307	6	5	1
generalpeternelli	General Peternelli	generalpeternelli	PSL	SP	1	0.803	4	3	3	14	6418	458.42857142857144	2	0	0
joaobacelaroficial	joaobacelaroficial	joaobacelaroficial	NotAvailable	NotAvailable	0		4	3	3	0	0	0	0	0	0
joaoromaneto	João Roma	joaoromaneto	REPUBLICANOS	BA	0	0.55	4	3	3	20	5293	264.65	0	0	0
Depdarcidematos	Darci de Matos	Depdarcidematos	PSD	SC	1	0.296	4	2	2	18	6010	333.8888888888889	7	6	1
depheliolopes	Helio Lopes	depheliolopes	PSL	RJ	1	0.803	4	2	2	79	245229	3104.1645569620255	20	16	1
fabiofaria.br	Fábio Faria	fabiofaria.br	PSD	RN	0	0.296	4	2	2	21	3606	171.71428571428572	5	0	0
alexandreserfiotis	Alexandre Serfiotis	alexandreserfiotis	PSD	RJ	0	0.296	4	1	1	3	736	245.33333333333334	0	0	0
aluisiomendesma	Aluisio Mendes	aluisiomendesma	REPUBLICANOS	MA	1	0.55	4	1	1	37	3464	93.62162162162163	8	5	1
Bivaroficial	Luciano Bivar	Bivaroficial	PSL	PE	0	0.803	4	1	1	2	275	137.5	1	0	0
DeputadaNormaAyub	Norma Ayub	DeputadaNormaAyub	PP	ES	1	0.51	4	1	1	10	4139	413.9	2	2	0
deputadosanderson	Deputado Sanderson	deputadosanderson	PL	RS	1	0.493	4	1	1	171	122243	714.8713450292398	39	24	1
emanuelpinheiromt	Emanuel Pinheiro	emanuelpinheiromt	MDB	MT	1	0.137	4	1	1	25	18623	744.92	1	0	0
EuclydesPettersenOficial	Euclydes Pettersen	EuclydesPettersenOficial	PSC	MG	1	0.596	4	1	1	23	2844	123.65217391304348	4	2	0
PauloTeixeira13	Paulo Teixeira	PauloTeixeira13	PT	SP	0	-0.691	5	103	103	385	592806	1539.7558441558442	64	45	0
TulioGadelhaOficial	Túlio Gadêlha	TulioGadelhaOficial	REDE	PE	0	-0.555	5	102	102	101	162921	1613.079207920792	24	15	0
depjorgesolla	Jorge Solla	depjorgesolla	PT	BA	0	-0.691	5	100	100	210	228842	1089.7238095238095	17	13	0
deputadorogeriocorreia	Rogério Correia	deputadorogeriocorreia	PT	MG	0	-0.691	5	95	95	509	1413043	2776.115913555992	57	47	0
JandiraFeghaliOficial	Jandira Feghali	JandiraFeghaliOficial	PCDOB	RJ	0	-0.822	5	94	94	328	1989131	6064.423780487805	60	32	0
deputadohenriquefontana	Henrique Fontana	deputadohenriquefontana	PT	RS	0	-0.691	5	93	93	483	1204857	2494.527950310559	74	50	0
carlosveraspt	Carlos Veras	carlosveraspt	PT	PE	0	-0.691	5	90	90	255	31401	123.14117647058823	32	19	0
DeputadaMariaDoRosario	Maria do Rosário	DeputadaMariaDoRosario	PT	SP	0	-0.691	5	90	90	457	795857	1741.4814004376367	32	15	0
gleisi.hoffmann	Gleisi Hoffmann	gleisi.hoffmann	PT	PR	0	-0.691	5	90	90	727	4591675	6315.921595598349	87	58	0
PedroUczai	Pedro Uczai	PedroUczai	PT	SC	0	-0.691	5	90	90	264	139596	528.7727272727273	31	19	0
afonsoflorence13	Afonso Florence	afonsoflorence13	PT	BA	0	-0.691	5	88	88	102	11026	108.09803921568627	10	6	0
IvanValentePSOL	Ivan Valente	IvanValentePSOL	PSOL	SP	0	-0.874	5	88	88	557	1082318	1943.120287253142	84	68	0
ErikaKokay	Erika Kokay	ErikaKokay	PT	DF	0	-0.691	5	87	87	236	459869	1948.5974576271187	45	29	0
niltotattosp	Nilto Tatto	niltotattosp	PT	SP	0	-0.691	5	84	84	325	44949	138.30461538461537	22	15	0
wolneyqueirozpe	Wolney Queiroz	wolneyqueirozpe	PDT	PE	0	-0.356	5	84	84	74	36326	490.8918918918919	9	3	0
airtonfaleiropt	Airton Faleiro	airtonfaleiropt	PT	PA	0	-0.691	5	83	83	221	17475	79.07239819004525	22	14	0
guimaraes13pt	José Guimarães	guimaraes13pt	PT	CE	0	-0.691	5	83	83	402	852986	2121.855721393035	51	25	0
pauloguedesmg	Deputado Paulo Guedes	pauloguedesmg	PT	MG	0	-0.691	5	80	80	55	39787	723.4	9	2	0
DeputadoBetoFaro	Beto Faro	DeputadoBetoFaro	PT	PA	0	-0.691	5	77	77	85	10756	126.54117647058824	8	1	0
dep.zarattini	Carlos Zarattini	dep.zarattini	PT	SP	0	-0.691	5	76	76	213	304521	1429.6760563380283	39	31	0
deputadomarcon	Deputado Marcon	deputadomarcon	PT	RS	0	-0.691	5	75	75	211	97549	462.3175355450237	22	10	0
deputadowaldenorpereira	Waldenor Pereira	deputadowaldenorpereira	PT	BA	0	-0.691	5	75	75	140	16836	120.25714285714285	11	7	0
samia.bomfim.psol	Sâmia Bomfim	samia.bomfim.psol	PSOL	SP	0	-0.874	5	75	75	456	1341353	2941.563596491228	28	20	0
rubensotoni	Rubens Otoni	rubensotoni	PT	GO	0	-0.691	5	74	74	104	11206	107.75	36	12	0
jfmargarida	Margarida Salomão	jfmargarida	PT	MG	0	-0.691	5	73	73	211	144295	683.8625592417062	6	2	0
depleomonteiro	Leonardo Monteiro	depleomonteiro	PT	MG	0	-0.691	5	72	72	128	33776	263.875	14	3	0
fernandapsol	Fernanda Melchionna	fernandapsol	PSOL	RS	0	-0.874	5	72	72	848	1116268	1316.3537735849056	85	65	0
helder.salomao.1350	Helder Salomão	helder.salomao.1350	PT	ES	0	-0.691	5	71	71	243	112709	463.8230452674897	27	16	0
AlencarBraga13	Alencar Santana	AlencarBraga13	PT	SP	0	-0.691	5	70	70	337	232681	690.4480712166172	46	26	0
davidmirandario12	David Miranda	davidmirandario12	PDT	RJ	0	-0.356	5	70	70	294	924416	3144.2721088435374	40	30	0
depchinaglia	Arlindo Chinaglia	depchinaglia	PT	SP	0	-0.691	5	70	70	281	66192	235.55871886120997	77	62	0
bohngass13	Elvino Bohn Gass	bohngass13	PT	RS	0	-0.691	5	66	66	212	300966	1419.6509433962265	41	23	0
MolonRJ	Alessandro Molon	MolonRJ	PSB	RJ	0	-0.427	5	65	65	212	651580	3073.490566037736	41	30	0
rfalcao13	Rui Falcão	rfalcao13	PT	SP	0	-0.691	5	65	65	166	181994	1096.3493975903614	19	14	0
nataliabonavides	Natália Bonavides	nataliabonavides	PT	RN	0	-0.691	5	64	64	319	97569	305.858934169279	18	11	0
freixo.marcelo	Marcelo Freixo	freixo.marcelo	PSB	RJ	0	-0.427	5	57	57	313	1910436	6103.629392971246	79	50	0
deputadaaliceportugal	Alice Portugal	deputadaaliceportugal	PCDOB	BA	0	-0.822	5	56	56	473	173284	366.35095137420717	44	33	0
freianastaciopt	Frei Anastacio Ribeiro	freianastaciopt	PT	PB	0	-0.691	5	56	56	184	7689	41.78804347826087	15	6	0
LidicedaMata	Lídice da Mata	LidicedaMata	PSB	BA	0	-0.427	5	56	56	120	12269	102.24166666666666	28	9	0
glauber.braga1	Glauber Braga	glauber.braga1	PSOL	RJ	0	-0.874	5	55	55	266	777170	2921.691729323308	8	5	0
odaircunhamg	Odair Cunha	odaircunhamg	PT	MG	0	-0.691	5	55	55	151	49883	330.35099337748346	10	5	0
padilhando	Alexandre Padilha	padilhando	PT	SP	0	-0.691	5	55	55	252	170826	677.8809523809524	11	7	0
josiasgomespt	Josias Gomes	josiasgomespt	PT	BA	0	-0.691	5	54	54	217	3870	17.83410138248848	12	9	0
depdanielalmeida	Daniel Almeida	depdanielalmeida	PCDOB	BA	0	-0.822	5	52	52	115	11770	102.34782608695652	22	6	0
deputadofederalzecadirceu	Zeca Dirceu	deputadofederalzecadirceu	PT	PR	0	-0.691	5	52	52	270	320432	1186.7851851851851	33	10	0
reginaldolopesmg	Reginaldo Lopes	reginaldolopesmg	PT	MG	0	-0.691	5	51	51	183	83560	456.6120218579235	22	12	0
blogdabenedita	Benedita da Silva	blogdabenedita	PT	RJ	0	-0.691	5	50	50	266	210863	792.718045112782	34	15	0
patrusananias13	Patrus Ananias	patrusananias13	PT	MG	0	-0.691	5	50	50	234	60844	260.017094017094	9	5	0
chicodangelo	Chico D'Angelo	chicodangelo	PDT	RJ	0	-0.356	5	49	49	98	26588	271.3061224489796	12	6	0
orlandosilvasp	Orlando Silva	orlandosilvasp	PCDOB	SP	0	-0.822	5	47	47	247	65553	265.39676113360326	46	30	0
assiscarvalho.pt	Assis Carvalho	assiscarvalho.pt	PT	PI	0	-0.691	5	45	45	42	10790	256.9047619047619	1	0	0
luizaerundina	Luiza Erundina	luizaerundina	PSOL	SP	0	-0.874	5	42	42	307	390519	1272.0488599348535	30	21	0
